问题发生时间,平台名称,所在地区,上线时间,出问题原因
2018-07-17,齐乐融融,山东省淄博市,2014-11-28,暂停运营
2018-07-17,合时代,广东省深圳市,2013-10-21,警方介入
2018-07-17,长久贷,上海市闵行区,2014-06-18,警方介入
2018-07-17,巨潮金融,浙江省杭州市,2017-11-13,警方介入
2018-07-17,可溯金融,浙江省杭州市,2014-09-17,提现困难
2018-07-17,资本在线,广东省深圳市,2013-09-29,提现困难
2018-07-17,民爱贷,上海市松江区,2015-06-01,警方介入
2018-07-17,金猫微贷,河南省郑州市,2014-10-27,平台失联
2018-07-17,鑫贝通宝,广东省深圳市,--,警方介入
2018-07-17,智优财,广东省广州市,2013-09-05,平台失联
2018-07-17,微银金服,浙江省杭州市,2015-12-11,提现困难
2018-07-17,津融贷,天津市和平区,2015-03-28,平台失联
2018-07-17,一点金库,浙江省杭州市,2016-06-06,平台失联
2018-07-17,投融雪,浙江省杭州市,2016-05-01,平台失联
2018-07-17,贯通金服,上海市宝山区,2017-11-01,提现困难
2018-07-17,金池E贷,天津市和平区,2014-03-07,平台清盘
2018-07-16,保浩财富,山东省枣庄市,2015-04-16,平台失联
2018-07-16,乐成贷,北京市东城区,2015-10-18,平台失联
2018-07-16,网金所,云南省昆明市,2014-06-11,平台失联
2018-07-16,和融天下,浙江省台州市,2014-04-18,平台失联
2018-07-16,付融宝,江苏省南京市,2013-11-22,平台展期
2018-07-16,佰亿猫,广东省深圳市,2015-05-07,警方介入
2018-07-16,艺融网,北京市东城区,2014-07-23,平台失联
2018-07-16,永利宝,上海市浦东新区,2013-11-01,跑路平台
2018-07-16,圈融网,福建省厦门市,2014-01-20,平台失联
2018-07-16,金网贷,湖北省武汉市,2015-12-07,平台失联
2018-07-16,百富网,上海市黄浦区,2015-03-26,平台失联
2018-07-16,优衔金融,上海市长宁区,2018-01-18,警方介入
2018-07-16,火理财,上海市崇明县,2015-05-15,平台失联
2018-07-16,盎盎理财,浙江省杭州市,2016-06-16,警方介入
2018-07-16,钱时代金服,浙江省杭州市,2015-12-13,提现困难
2018-07-16,发财猪,广东省深圳市,2016-04-12,警方介入
2018-07-16,汇元金服,浙江省杭州市,2017-07-25,提现困难
2018-07-16,金米米理财,浙江省杭州市,2017-12-20,平台清盘
2018-07-16,云云财富,浙江省杭州市,2017-12-11,提现困难
2018-07-16,钱罐子,广东省深圳市,2015-02-14,警方介入
2018-07-16,商信理财,浙江省宁波市,2017-11-14,平台失联
2018-07-15,柚子理财,上海市黄浦区,2015-12-18,平台失联
2018-07-15,周知理财,北京市东城区,2014-06-25,平台失联
2018-07-15,好借存,北京市东城区,2016-01-01,平台失联
2018-07-15,意真金融,上海市黄浦区,2014-07-25,平台失联
2018-07-15,房融所,上海市黄浦区,2015-07-15,平台失联
2018-07-15,卓安e贷,北京市东城区,2015-03-28,平台失联
2018-07-15,红象金融,广东省广州市,2014-12-19,平台失联
2018-07-15,怡盛鼎丰,浙江省宁波市,2014-11-10,平台失联
2018-07-15,投米乐,上海市普陀区,2017-06-01,提现困难
2018-07-15,锦宏贷,浙江省衢州市,2016-03-12,平台失联
2018-07-15,永信在线,浙江省台州市,2016-04-06,平台失联
2018-07-15,木瓜金融,上海市黄浦区,2015-01-30,平台失联
2018-07-15,木兰创投,广东省深圳市,2014-09-20,平台失联
2018-07-15,天洋金融,北京市东城区,2015-05-19,平台失联
2018-07-15,爱换钱,北京市东城区,2015-10-12,平台失联
2018-07-15,天达金融,河南省郑州市,2017-01-04,平台清盘
2018-07-15,鲤鱼理财,上海市黄浦区,2014-03-06,暂停运营
2018-07-14,中潮金服,浙江省温州市,2015-12-28,警方介入
2018-07-14,51帮你,浙江省杭州市,2012-08-15,提现困难
2018-07-14,钱内助,浙江省杭州市,2015-07-20,警方介入
2018-07-14,巨人理财,上海市静安区,2016-06-06,平台失联
2018-07-14,火钱理财,浙江省杭州市,2016-12-16,警方介入
2018-07-14,投之家,广东省深圳市,2014-09-16,警方介入
2018-07-13,泰多米,江苏省苏州市,2013-08-12,提现困难
2018-07-13,聚融在线,福建省厦门市,2013-05-18,平台失联
2018-07-13,天天财富,广东省深圳市,2014-07-01,警方介入
2018-07-13,乐居财富,湖北省武汉市,2014-11-05,警方介入
2018-07-13,石头理财,河南省郑州市,2015-04-03,警方介入
2018-07-13,贝米钱包,上海市黄浦区,2014-12-24,警方介入
2018-07-13,国泰惠民益贷,上海市黄浦区,2015-04-30,提现困难
2018-07-13,合力贷,北京市朝阳区,2012-09-17,警方介入
2018-07-13,一财金融,浙江省杭州市,2015-12-31,警方介入
2018-07-13,育米金融,北京市东城区,2016-07-21,平台失联
2018-07-13,赚吧理财,浙江省杭州市,2015-05-29,平台失联
2018-07-13,汇银富通,广东省深圳市,2017-10-15,警方介入
2018-07-13,鑫格理财,安徽省合肥市,2017-04-20,平台清盘
2018-07-13,未了财富,浙江省宁波市,2016-06-15,警方介入
2018-07-13,华融互联网金融,云南省玉溪市,2016-03-16,平台失联
2018-07-12,艾利财富,山东省济南市,2014-08-25,警方介入
2018-07-12,土豪理财,北京市东城区,2015-06-29,平台失联
2018-07-12,聚金所,吉林省长春市,2015-06-01,暂停运营
2018-07-12,金来股网,北京市东城区,2015-05-04,平台失联
2018-07-12,搜贷天下,北京市东城区,2014-12-28,平台失联
2018-07-12,金盈所,北京市东城区,2016-05-27,提现困难
2018-07-12,恒众财富,浙江省宁波市,2016-04-15,平台清盘
2018-07-12,众贷汇,广东省深圳市,2015-07-07,警方介入
2018-07-12,聚信金融,北京市东城区,2015-03-15,平台失联
2018-07-12,国民丰泰,广东省深圳市,2014-12-19,警方介入
2018-07-12,兆金所,云南省保山市,--,平台失联
2018-07-12,十六铺金融,浙江省杭州市,2015-06-08,警方介入
2018-07-12,惠融投资,重庆市万州区,2014-04-01,平台失联
2018-07-12,好借好还,重庆市万州区,2013-08-15,平台失联
2018-07-12,微齐金融,上海市浦东新区,--,提现困难
2018-07-12,车易贷,广东省惠州市,2014-05-18,平台展期
2018-07-12,力达财富,浙江省宁波市,--,平台失联
2018-07-12,聚宏源财富,浙江省台州市,--,平台失联
2018-07-12,利利金服,北京市东城区,2017-08-29,提现困难
2018-07-12,2025金融理财,北京市昌平区,2015-11-16,平台清盘
2018-07-12,普荣资产,浙江省宁波市,--,平台失联
2018-07-12,掌悦理财,上海市浦东新区,2017-03-08,警方介入
2018-07-12,尊诚财富,浙江省杭州市,2016-06-22,平台失联
2018-07-12,金贝贝,北京市海淀区,2016-04-07,平台失联
2018-07-12,乾投贷,贵州省贵阳市,2016-12-29,平台失联
2018-07-12,中赢瑞银,浙江省宁波市,2016-05-30,平台失联
2018-07-12,壹东方,上海市杨浦区,--,平台失联
2018-07-12,旭美投资,浙江省宁波市,--,平台失联
2018-07-12,汉华财富,陕西省西安市,2017-03-15,平台失联
2018-07-12,种子易贷,广东省深圳市,2017-03-07,平台失联
2018-07-12,城惠金服,浙江省杭州市,2016-03-10,平台失联
2018-07-11,安贷宝,广东省深圳市,2014-12-29,平台失联
2018-07-11,钱爸爸,广东省深圳市,2013-01-15,警方介入
2018-07-11,壹佰金融,广东省深圳市,2015-12-29,警方介入
2018-07-11,PP基金,浙江省杭州市,2014-10-10,警方介入
2018-07-11,银狐财富,浙江省杭州市,2015-08-01,提现困难
2018-07-11,森昊好时贷,上海市黄浦区,2014-06-09,提现困难
2018-07-11,赶钱网,上海市徐汇区,2015-07-12,提现困难
2018-07-11,投融家,浙江省杭州市,2015-01-08,警方介入
2018-07-11,多融财富,上海市黄浦区,2016-03-25,警方介入
2018-07-11,虹金所,上海市松江区,2016-05-10,提现困难
2018-07-11,贸金所,上海市浦东新区,2016-10-10,警方介入
2018-07-11,鱼贝金服,上海市闵行区,2015-10-16,提现困难
2018-07-11,金吉利宝,上海市静安区,2018-01-15,提现困难
2018-07-11,51财融融,浙江省宁波市,2017-07-08,平台失联
2018-07-11,米袋子,浙江省杭州市,2017-10-20,提现困难
2018-07-11,智慧财神,浙江省杭州市,2017-08-01,平台失联
2018-07-11,捷成投资,江苏省苏州市,--,平台失联
2018-07-11,美银金融,江苏省苏州市,--,平台诈骗
2018-07-11,领奇理财,浙江省杭州市,2017-04-05,提现困难
2018-07-10,吆鸡理财,广东省深圳市,2017-05-26,警方介入
2018-07-10,蜂投网,湖南省长沙市,2014-10-29,警方介入
2018-07-10,猴子理财,浙江省杭州市,2015-10-10,提现困难
2018-07-10,优储理财,江苏省苏州市,2015-11-30,平台失联
2018-07-10,蜂硕金融,天津市南开区,2016-04-26,提现困难
2018-07-10,萌小薪,浙江省杭州市,2016-11-29,平台失联
2018-07-10,微米在线,浙江省杭州市,2017-07-24,暂停运营
2018-07-10,翡翠岛理财,上海市静安区,2017-09-22,提现困难
2018-07-10,浙鼎金融,上海市闵行区,2016-03-11,提现困难
2018-07-10,坚果理财,上海市静安区,2017-09-06,提现困难
2018-07-10,华泰金融,上海市松江区,2015-05-29,提现困难
2018-07-10,丰宝金服,浙江省杭州市,2018-01-13,争议平台
2018-07-09,Formax金融圈,广东省深圳市,2014-08-20,警方介入
2018-07-09,银票网,上海市长宁区,2014-08-08,警方介入
2018-07-09,前海航交所,广东省深圳市,2014-11-05,提现困难
2018-07-09,普资金服,上海市浦东新区,2013-05-24,警方介入
2018-07-09,鑫昌易贷,河北省石家庄市,2010-08-19,平台失联
2018-07-09,多多理财,浙江省杭州市,2015-07-01,警方介入
2018-07-09,火球理财,北京市东城区,2014-01-20,提现困难
2018-07-09,一两理财,浙江省杭州市,2015-07-17,提现困难
2018-07-09,聚胜财富,上海市奉贤区,2016-06-25,平台失联
2018-07-09,一两金融,浙江省杭州市,2017-09-30,提现困难
2018-07-09,红创金服,安徽省安庆市,2015-06-30,提现困难
2018-07-09,玺鉴,上海市黄浦区,2016-07-05,平台失联
2018-07-08,捷麦理财,上海市嘉定区,2017-09-29,提现困难
2018-07-07,元泰资本,广东省深圳市,2017-07-15,平台失联
2018-07-07,即利宝,江苏省南京市,--,提现困难
2018-07-07,惠盈理财,浙江省杭州市,2015-02-10,警方介入
2018-07-07,存金钱包,广东省深圳市,2017-06-01,提现困难
2018-07-06,小当家理财,上海市浦东新区,2018-02-01,跑路平台
2018-07-06,小金库,广东省深圳市,2016-02-20,警方介入
2018-07-06,人人爱家金融,浙江省杭州市,2015-11-12,警方介入
2018-07-06,豫商贷,河南省郑州市,2012-12-21,警方介入
2018-07-05,佑米金融,浙江省杭州市,--,警方介入
2018-07-05,祺天优贷,浙江省杭州市,2015-01-18,警方介入
2018-07-04,点滴身边,北京市朝阳区,2015-08-21,警方介入
2018-07-04,芒果金融,湖南省长沙市,2014-12-05,提现困难
2018-07-04,快鱼金服,浙江省杭州市,2016-12-19,提现困难
2018-07-04,牛板金,浙江省杭州市,2015-11-25,提现困难
2018-07-04,映贝金服,上海市浦东新区,2016-11-14,平台失联
2018-07-04,金柚金服,浙江省杭州市,2018-04-12,提现困难
2018-07-03,中南信达,北京市通州区,2017-05-10,平台失联
2018-07-03,花果金融,北京市朝阳区,2014-01-02,警方介入
2018-07-03,E人一铺,上海市浦东新区,2015-09-07,提现困难
2018-07-03,得宝理财,浙江省杭州市,2017-06-15,平台清盘
2018-07-03,万霖财富,浙江省杭州市,2017-09-27,平台失联
2018-07-03,乐溢达投资,上海市虹口区,--,平台失联
2018-07-03,乾广旺利,北京市房山区,--,平台失联
2018-07-03,联盟金服,江苏省镇江市,--,平台诈骗
2018-07-03,金超财富,辽宁省沈阳市,--,平台诈骗
2018-07-03,博大投资,上海市黄浦区,--,平台诈骗
2018-07-03,美信资产,广东省深圳市,--,平台诈骗
2018-07-02,光合联萌,上海市虹口区,--,暂停运营
2018-07-02,萨飞资本,上海市杨浦区,2017-08-25,平台失联
2018-07-02,分钱网,北京市朝阳区,2015-04-03,暂停运营
2018-07-02,保澜贷,上海市静安区,2017-07-13,提现困难
2018-07-02,慈E贷,浙江省宁波市,2015-04-22,平台失联
2018-07-01,宾和投资,上海市黄浦区,2014-05-23,暂停运营
2018-06-29,微积金,上海市黄浦区,2013-12-31,警方介入
2018-06-29,猪宝宝,云南省昆明市,2014-12-07,暂停运营
2018-06-29,创宏利,福建省厦门市,2017-08-22,提现困难
2018-06-29,抢钱通,北京市东城区,--,提现困难
2018-06-29,佳乾财富,浙江省杭州市,2017-11-13,提现困难
2018-06-29,金牛聚财,浙江省杭州市,2017-11-27,平台失联
2018-06-28,意隆财富,上海市青浦区,--,平台失联
2018-06-28,盈利财富,广东省广州市,--,平台诈骗
2018-06-28,金球所,上海市普陀区,2018-01-26,警方介入
2018-06-28,云端金融,浙江省杭州市,2016-07-12,警方介入
2018-06-28,旺财猫,上海市黄浦区,2015-05-01,提现困难
2018-06-28,瑞鼎创投,浙江省台州市,2015-10-13,警方介入
2018-06-28,湖商贷,浙江省湖州市,2013-07-26,提现困难
2018-06-27,零钱罐,广东省深圳市,2016-03-15,警方介入
2018-06-27,稳通金融,广东省深圳市,2014-05-14,警方介入
2018-06-27,中金贷,北京市东城区,2014-04-18,提现困难
2018-06-27,鼎亨汇通,浙江省宁波市,2015-08-25,提现困难
2018-06-27,财富智汇,江苏省徐州市,2015-12-18,平台清盘
2018-06-27,禧龙来,上海市虹口区,2016-06-01,警方介入
2018-06-27,沪宁金服,上海市松江区,2017-05-05,提现困难
2018-06-27,小马资本,广东省深圳市,2017-04-12,警方介入
2018-06-27,迪盈网,江苏省苏州市,--,平台失联
2018-06-27,汇博金服,浙江省宁波市,2018-04-04,警方介入
2018-06-26,惠鑫富,江苏省南京市,2016-06-01,平台失联
2018-06-26,图腾贷,四川省成都市,2014-09-10,平台展期
2018-06-26,前沿财富,广东省深圳市,2015-10-08,提现困难
2018-06-26,普益金服,上海市宝山区,2017-08-08,平台失联
2018-06-26,人爱金服,浙江省杭州市,2017-09-27,平台失联
2018-06-26,国恒金服,北京市丰台区,2018-01-25,警方介入
2018-06-26,中e财富,北京市东城区,2015-01-20,提现困难
2018-06-25,花木金融,上海市黄浦区,2016-08-11,提现困难
2018-06-25,卓金金服,广东省深圳市,2014-12-28,平台失联
2018-06-25,稳展财富,浙江省金华市,2015-08-25,平台失联
2018-06-25,恒大财富,山东省济南市,2014-12-31,暂停运营
2018-06-25,米袋计划,上海市,2013-11-25,提现困难
2018-06-25,小诸葛金服,上海市黄浦区,2015-12-30,提现困难
2018-06-25,亲密+,北京市朝阳区,2017-02-14,提现困难
2018-06-25,秋田财富,浙江省宁波市,2017-10-01,平台失联
2018-06-25,旺融财富,浙江省杭州市,--,平台失联
2018-06-25,爱多银,浙江省杭州市,2018-01-18,提现困难
2018-06-25,易安管家,甘肃省张掖市,2017-12-14,平台失联
2018-06-25,鼎享汇通,浙江省宁波市,--,提现困难
2018-06-25,地浓金融,浙江省杭州市,2017-09-01,提现困难
2018-06-24,邑民金融,上海市松江区,2017-08-02,警方介入
2018-06-22,咸鱼理财,广东省深圳市,2017-05-05,警方介入
2018-06-22,壹理财,上海市黄浦区,2014-09-30,提现困难
2018-06-22,365储蓄家,浙江省杭州市,2018-03-10,提现困难
2018-06-21,沪丰金服,上海市浦东新区,--,平台失联
2018-06-21,FCC俱乐部,河南省郑州市,2018-05-01,提现困难
2018-06-21,i财富,广东省深圳市,2015-02-28,警方介入
2018-06-20,联璧金融,上海市黄浦区,2015-08-08,警方介入
2018-06-20,钱妈妈,上海市黄浦区,2014-11-24,警方介入
2018-06-20,宏骏时贷,福建省泉州市,2014-10-01,暂停运营
2018-06-20,海佛金融,辽宁省沈阳市,2016-05-18,暂停运营
2018-06-20,贤钱宝,浙江省杭州市,2017-07-21,平台失联
2018-06-20,管家金服,上海市普陀区,2017-11-10,平台失联
2018-06-20,富轩投资,广东省惠州市,2015-05-30,提现困难
2018-06-20,苏航贷,江苏省苏州市,2017-06-10,提现困难
2018-06-19,红星所投资,上海市闵行区,--,平台失联
2018-06-19,勋彩投资,浙江省金华市,--,平台失联
2018-06-19,大桔网,广东省深圳市,--,警方介入
2018-06-19,小金袋,浙江省杭州市,2017-10-18,警方介入
2018-06-19,五星财富,广东省深圳市,2015-09-01,警方介入
2018-06-16,唐小僧,上海市浦东新区,2015-05-05,警方介入
2018-06-15,易e贷,江西省抚州市,2014-06-06,暂停运营
2018-06-14,聚友创投,江苏省苏州市,2018-03-26,平台失联
2018-06-13,壹担金,上海市崇明县,--,提现困难
2018-06-13,钱满仓,北京市东城区,2015-02-02,提现困难
2018-06-12,仟金所,北京市东城区,2015-07-28,提现困难
2018-06-12,钱铺子,浙江省杭州市,2017-08-03,平台失联
2018-06-12,17来财,北京市朝阳区,2013-11-28,提现困难
2018-06-12,联邦金控,广东省深圳市,2017-11-10,警方介入
2018-06-12,宝聚投资,山东省济宁市,--,平台失联
2018-06-12,金蛐蛐,上海市松江区,2017-11-19,提现困难
