序号,平台名称,等级,得分,偿兑性,资金流入率,利率,运营,期限,地域性,投资,借款,流动性
36,团贷网,B,68.73,51.41,0.0,13.45,240.4,0.53,6.28,1.32,4.3,15.14
37,金开贷,B,68.52,23.83,0.0,9.09,35.9,0.97,11.76,27.7,287.97,7.6
38,银豆网,B,68.45,26.29,0.0,14.7,76.22,1.18,5.58,46.32,307.51,3.19
39,招商贷,B,68.41,30.66,0.01,13.9,109.3,0.02,0.0,32.5,109.78,2.2
40,皮城金融,B,68.37,44.09,0.0,7.92,111.89,0.65,4.57,15.15,395.7,2.39
41,珠宝贷,B,68.35,35.92,0.0,13.24,181.68,0.35,6.28,126.41,590.77,1.32
42,腾邦创投,B,68.31,36.91,0.0,14.6,144.78,0.86,6.28,17.25,184.15,3.62
43,铜掌柜,B,68.14,71.94,0.0,10.31,520.41,0.2,4.57,100.61,230.6,95.03
44,金融工场,B,68.1,63.89,0.0,9.07,444.06,0.26,5.58,0.02,4251.83,225.8
45,京金联,B,67.82,32.34,0.0,13.04,89.39,0.73,3.79,31.16,191.24,6.79
46,玖融网,B,67.39,43.97,0.0,15.4,26.94,0.61,3.79,6.67,11.58,14.23
47,抱财网,B,67.26,55.61,0.0,13.25,89.37,0.5,5.58,445.78,636.97,9.17
48,鹏金所,B,67.07,53.96,0.0,7.86,410.06,0.44,6.28,89.33,461.31,2.27
49,钜宝盆,B,67.0,84.93,0.0,10.09,444.8,4.19,8.14,0.56,11.09,2.8
50,道口贷,B,66.93,37.37,0.0,8.45,115.79,0.53,5.58,17.65,178.91,39.75
51,贷贷兴隆,B,66.8,30.98,0.0,8.67,24.43,0.63,4.23,0.98,194.39,9.72
52,和信贷,B,66.34,28.39,0.0,13.62,71.46,0.63,5.58,18.76,48.79,5.43
53,银票网,B,66.33,43.45,0.0,7.78,226.35,0.08,8.14,37.2,332.68,2.57
54,温州贷,B,66.3,14.69,0.0,10.17,70.52,0.13,8.14,16.17,128.19,6.05
55,生菜金融,B,66.25,44.07,0.0,9.12,52.36,0.85,8.14,19.62,18.54,14.83
56,付融宝,B,66.17,73.41,0.0,12.89,93.72,0.73,4.88,106.93,255.57,47.66
57,财富中国,B,66.15,30.82,0.0,11.8,173.76,0.74,6.28,22.95,127.4,0.62
58,金联储,B,66.15,41.99,0.0,9.86,210.78,0.49,5.58,2329.3,1177.48,5.65
59,中瑞财富,B,66.02,41.75,0.0,10.33,196.53,0.4,5.58,512.0,1808.05,5.96
60,91旺财,B,65.79,35.45,0.0,8.45,151.18,0.27,5.58,95.17,188.9,9.71
