序号,平台名称,等级,得分,偿兑性,资金流入率,利率,运营,期限,地域性,投资,借款,流动性
55,汉金所,B,65.72,9.02,-88.75,8.18,0.57,0.9,0.94,2.42,6.3,0.53
56,中瑞财富,B,65.31,8.74,-75.84,7.3,2.19,0.24,23.07,9.94,32.08,8.96
57,钜宝盆,B,65.16,5.06,64.09,8.13,7.31,3.85,27.9,0.79,2.96,9.09
58,向上金服,B,64.81,0.31,104.03,10.15,27.76,0.25,23.07,8.14,21.6,2.82
59,爱钱帮,B,64.41,20.96,8.05,9.51,9.66,0.21,23.07,2.07,5.36,144.91
60,抱财网,B,64.27,6.45,35.26,11.45,2.35,1.12,23.07,7.49,12.45,9.3
61,珠宝贷,B,64.11,7.36,-21.9,9.58,3.77,0.26,24.22,8.15,18.29,1.93
62,果树财富,B,63.76,11.86,15.94,12.28,0.87,0.5,24.22,2.37,2.5,2.6
63,图腾贷,B,63.51,8.01,25.28,13.49,2.56,0.89,2.46,0.77,1.71,6.62
64,联金所,B,63.18,9.39,8.49,12.05,2.18,2.77,24.22,1.37,2.53,0.6
65,合拍在线,B,62.95,3.95,5.2,10.59,2.01,0.64,24.22,10.32,20.79,5.49
66,e融所,B,62.64,17.23,56.36,10.53,5.17,0.61,24.22,2.61,4.45,4.25
67,腾邦创投,B,62.03,1.19,-9.33,15.0,0.96,0.0,24.22,1.15,37.59,0.24
68,金联储,B,61.91,8.7,-26.14,10.41,6.72,0.29,23.07,17.86,35.94,8.01
69,鹏金所,B,61.78,11.49,-3.2,6.55,14.89,0.66,24.22,2.02,8.84,0.71
70,91旺财,B,61.33,5.51,-119.96,7.54,3.01,0.22,23.07,2.78,9.25,68.5
71,华人金融,B,61.24,5.43,32.09,8.82,6.99,0.74,24.22,19.63,48.52,0.78
72,今日捷财,B,60.75,6.6,25.07,9.07,0.72,0.7,27.9,1.32,6.09,2.53
73,e路同心,B,60.5,8.19,7.61,8.79,6.77,0.57,24.22,2.99,4.9,3.64
74,口贷网,B,60.25,6.25,2.31,16.43,1.18,0.58,2.46,11.01,25.11,10.32
75,永利宝,B,60.13,1.78,141.59,8.7,0.54,0.92,27.9,0.45,0.36,3.97
