序号,平台名称,变化,等级,综合评分,信披评分,合规评分,期限,利率,上线时间,所在地区,偿兑性,资金流入率,运营,地域性,投资,借款,流动性
43,银豆网, -1,B+,74.52,65.0,77.5,0.99,12.98,2014-02-01,北京,10.84,33.55,4.23,27.97,0.78,4.7,15.33
44,拓道金服, 2,B+,74.22,75.0,82.5,0.24,9.16,2013-12-01,浙江,14.65,-8.69,6.6,15.02,1.53,3.04,25.49
45,广信贷, -1,B+,74.15,82.5,78.0,1.0,12.62,2013-01-01,北京,6.56,-9.0,3.06,27.97,1.97,4.79,15.52
46,e融所, 7,B+,73.26,72.5,65.5,2.07,13.27,2015-11-01,广东,22.08,-54.52,6.49,25.17,1.2,3.5,7.0
47,首金网, -4,B+,73.06,77.5,70.5,0.78,8.89,2015-12-01,北京,1.07,0.06,3.68,27.97,0.28,0.56,7.59
48,口袋理财, -1,B+,72.64,60.0,46.0,0.51,7.55,2015-11-01,上海,2.92,-21.87,6.7,21.36,0.22,0.13,35.61
49,向上金服, 3,B+,72.19,77.5,79.0,2.16,11.51,2013-08-01,北京,3.59,4.59,11.13,27.97,1.4,2.08,35.39
50,e路同心, 7,B+,71.73,70.0,64.0,1.12,11.14,2014-08-01,广东,2.92,6.83,2.15,25.17,0.37,0.73,1.47
51,铜掌柜, 0,B+,71.62,72.5,75.0,1.07,8.42,2014-10-01,浙江,2.83,33.85,3.28,15.02,3.08,9.71,20.38
52,汉金所, 3,B+,71.62,67.5,53.0,1.45,9.6,2015-03-01,湖北,3.73,-306.45,0.13,1.3,1.16,3.04,0.78
53,联连普金, 5,B+,71.11,62.5,60.5,0.64,13.6,2015-12-01,上海,1.41,-18.9,1.26,21.36,0.62,1.1,1.74
54,可溯金融, 2,B+,70.36,75.0,76.5,0.17,9.36,2014-09-01,浙江,20.73,5.82,8.95,15.02,1.81,3.9,21.36
55,米缸金融, -7,B,69.39,65.0,66.5,0.3,9.24,2015-02-01,上海,9.31,-2137.7,0.21,21.36,0.9,3.19,11.08
56,链链金融, -7,B,69.2,77.5,79.0,0.7,6.0,2014-11-01,北京,0.49,68.24,0.46,27.97,0.52,1.21,4.41
57,广州e贷, -7,B,68.87,80.0,82.0,1.04,10.09,2015-01-01,广东,5.52,-115.96,0.53,25.17,1.48,3.06,0.68
58,奇乐融, -4,B,68.74,77.5,74.0,0.45,6.99,2015-10-01,安徽,8.96,29.17,1.38,0.55,1.49,4.94,4.01
59,钜宝盆, 0,B,68.63,65.0,73.0,2.84,8.6,2015-05-01,上海,6.9,25.04,5.83,21.36,0.99,3.22,8.47
60,抱财网, 5,B,68.53,62.5,72.5,0.65,9.42,2014-03-01,北京,9.32,68.75,6.77,27.97,4.31,9.06,30.46
61,理想宝, 0,B,68.28,56.5,70.0,0.34,10.16,2014-05-01,广东,8.04,14.93,4.65,25.17,5.99,9.11,7.66
62,鹏金所, -2,B,67.36,72.5,72.5,0.69,7.11,2015-01-01,广东,2.25,-586.66,1.27,25.17,1.49,3.9,5.63
63,永利宝, 3,B,67.3,70.0,53.0,0.41,6.0,2013-11-01,上海,1.02,86.9,1.77,21.36,7.21,9.74,3.88
64,万盈金融, -2,B,66.23,65.0,73.0,0.63,10.81,2015-05-01,广东,12.21,39.53,4.26,25.17,2.0,4.97,6.33
65,立业贷, -2,B,66.14,77.5,80.0,0.78,12.11,2014-02-01,广东,7.71,-55.82,0.44,25.17,1.83,2.56,6.35
66,沪商财富, 5,B,65.91,62.5,72.5,0.59,13.59,2014-06-01,上海,7.23,26.08,1.33,21.36,1.5,3.56,15.6
67,中瑞财富, 1,B,65.51,26.5,68.5,0.06,6.35,2014-05-01,北京,3.64,-124.44,1.55,27.97,8.85,23.2,9.75
68,91旺财, 7,B,65.38,72.5,77.5,0.21,7.32,2014-03-01,北京,3.43,14.61,8.85,27.97,2.79,7.83,278.54
69,果树财富, -5,B,64.65,72.5,80.0,0.71,12.26,2014-08-01,广东,27.35,35.68,1.01,25.17,1.78,2.47,1.29
70,网利宝, 4,B,64.2,72.5,79.5,0.46,8.55,2014-09-01,北京,5.69,8.6,8.42,27.97,5.75,10.78,21.33
71,杉易贷, 1,B,63.78,77.5,64.0,0.54,9.8,2014-09-01,广东,12.22,23.76,1.07,25.17,1.8,4.97,1.5
72,珠宝贷, -5,B,63.67,72.5,72.5,0.3,10.42,2014-09-01,广东,2.33,-19.83,1.68,25.17,5.95,16.3,1.09
73,金联储, -3,B,63.64,60.0,71.0,0.22,10.4,2014-09-01,北京,5.29,8.01,6.27,27.97,4.3,9.55,11.34
74,合众e贷, -1,B,63.11,67.5,68.0,0.75,12.53,2015-11-01,广东,2.08,58.69,6.72,25.17,0.32,0.5,10.22
75,看看钱包, 4,B,62.39,62.5,75.0,0.33,8.74,2015-06-01,湖南,7.42,-38.45,0.22,0.25,3.1,3.27,5.54
76,合拍在线, -7,B,62.27,72.5,65.5,0.6,11.23,2012-06-01,广东,2.37,5.68,0.98,25.17,4.65,10.65,6.85
77,民投金服, -1,B,61.94,75.0,85.0,0.32,8.1,2015-01-01,广东,11.79,-47.36,1.1,25.17,2.4,4.3,0.57
78,新联在线, 0,B,61.58,62.5,58.0,0.33,11.12,2013-07-01,广东,6.73,-87.14,1.21,25.17,3.21,5.62,6.27
79,百金贷, 1,B,61.12,67.5,77.0,0.27,9.94,2014-12-01,北京,8.48,43.17,6.0,27.97,2.22,3.9,18.59
80,信用宝, -3,B,60.77,72.5,80.0,0.04,12.0,2013-05-01,北京,8.56,-11.77,3.32,27.97,1.3,25.04,5.33
