序号,平台名称,等级,得分,偿兑性,资金流入率,利率,运营,期限,地域性,投资,借款,流动性
48,奇乐融,B,67.53,11.62,-13.04,6.8,0.65,0.43,0.44,2.83,6.39,3.63
49,万盈金融,B,67.38,21.11,38.49,12.87,0.57,1.47,25.13,2.89,5.71,6.74
50,钜宝盆,B,66.8,7.17,66.32,8.0,1.57,4.87,27.88,1.76,3.07,19.47
51,珠宝贷,B,66.72,7.11,-12.02,11.12,0.94,0.49,25.13,9.02,18.36,0.73
52,中瑞财富,B,66.6,6.27,-4.06,7.09,0.94,0.22,22.51,8.95,31.58,18.93
53,银豆网,B,66.2,12.83,9.83,12.92,0.6,1.67,22.51,4.2,14.13,136.41
54,腾邦创投,B,66.01,1.5,-43.55,14.8,0.28,0.01,25.13,1.08,10.07,18.88
55,拓道金服,B,65.63,12.52,19.13,12.16,0.59,0.54,13.52,1.17,2.6,1.99
56,合拍在线,B,65.55,5.77,1.55,10.57,0.61,0.5,25.13,10.27,21.25,4.22
57,联连理财,B,65.2,20.08,11.07,9.92,1.38,0.31,27.88,0.32,0.77,1.15
58,友金所,B,64.61,8.95,-19.79,9.34,0.23,4.75,25.13,18.01,7.21,13.17
59,向上金服,B,64.0,3.51,66.4,9.84,5.64,0.24,22.51,12.54,20.91,5.03
60,信融财富,B,63.57,6.55,31.04,13.29,0.87,1.18,25.13,1.34,3.27,161.37
61,果树财富,B,63.5,7.54,30.29,14.97,0.18,0.84,25.13,1.89,2.31,20.33
62,抱财网,B,63.44,4.81,15.95,11.8,0.42,0.9,22.51,8.89,15.46,15.87
63,首金网,B,63.2,66.65,16.38,8.41,4.73,0.42,22.51,3.32,12.67,2.53
64,大麦理财,B,62.64,2.85,11.47,9.63,0.45,0.6,25.13,26.36,46.1,29.33
65,口袋理财,B,62.14,3.16,55.59,8.18,5.32,0.47,27.88,0.32,0.6,65.33
66,华人金融,B,61.84,5.98,23.78,8.09,1.28,0.53,25.13,18.77,40.77,0.38
67,看看钱包,B,61.51,10.35,17.25,8.43,0.04,0.52,0.21,2.39,4.93,1.02
68,口贷网,B,60.78,0.01,105.94,16.42,0.3,0.69,2.12,9.95,27.19,0.0
69,一起好,B,60.47,4.81,-24.16,12.46,0.35,1.17,0.92,0.7,1.11,21.17
70,汉金所,B,60.21,7.16,22.49,7.92,0.27,0.82,0.92,2.87,7.9,0.21
