序号,平台名称,变化,等级,综合评分,信披评分,合规评分,期限,利率,上线时间,所在地区,偿兑性,资金流入率,运营,地域性,投资,借款,流动性
32,爱钱帮, 8,B+,76.82,82.5,70.5,0.5,9.61,2014-03-01 00:00:00,北京,2.51,7.68,5.81,100.0,1.52,2.42,85.08
33,红岭创投, 1,B+,76.51,77.5,73.0,0.1,8.1,2009-03-01 00:00:00,广东,6.94,-7.38,63.79,22.41,3.12,10.27,182.5
34,首金网, 4,B+,76.14,75.0,70.5,0.55,8.5,2015-12-01 00:00:00,北京,3.47,-10.77,6.45,100.0,0.26,0.55,7.91
35,生菜金融, -5,B+,76.09,79.0,66.5,1.28,10.67,2014-09-01 00:00:00,上海,4.27,25.99,2.67,22.16,1.57,2.15,2.92
36,联金所, -3,B+,75.89,70.0,77.0,1.18,11.86,2013-11-01 00:00:00,广东,7.46,-2.62,2.45,22.41,1.2,2.3,29.01
37,短融网, -2,B+,75.7,85.0,71.5,0.33,8.61,2014-06-01 00:00:00,北京,6.82,-92.64,2.84,100.0,8.36,3.35,12.87
38,e融所, 1,B+,75.3,77.5,66.5,2.29,12.84,2015-11-01 00:00:00,广东,7.86,-187.85,2.07,22.41,2.87,3.33,3.86
39,人人聚财, -7,B+,75.21,77.5,72.0,0.73,9.47,2011-11-01 00:00:00,广东,5.78,-2.82,4.82,22.41,4.15,2.03,19.24
40,玖融网, -4,B+,75.02,76.5,80.0,0.5,9.49,2013-07-01 00:00:00,湖北,7.48,-18.15,1.35,1.32,1.94,3.46,10.88
41,广信贷, 1,B+,74.5,82.5,78.0,0.98,12.22,2013-01-01 00:00:00,北京,3.8,42.23,4.63,100.0,2.23,4.53,19.91
42,e路同心, 1,B+,74.28,75.0,70.5,1.3,10.55,2014-08-01 00:00:00,广东,2.26,-73.59,1.76,22.41,0.79,1.11,1.0
43,向上金服, 1,B+,73.42,77.5,79.0,0.24,9.45,2013-08-01 00:00:00,北京,0.0,23.89,38.51,100.0,9.66,31.41,0.01
44,链链金融, 3,B+,72.81,77.5,81.0,0.74,6.08,2014-11-01 00:00:00,北京,5.58,-147.3,0.23,100.0,0.55,1.35,35.62
45,拓道金服, -8,B+,72.69,80.0,82.5,0.25,8.55,2013-12-01 00:00:00,浙江,12.39,-13.37,9.44,15.84,1.2,2.96,21.4
46,理财范, -5,B+,72.17,80.0,73.0,0.63,10.68,2014-03-01 00:00:00,北京,10.34,-8.9,7.54,100.0,1.76,3.04,15.14
47,奇乐融, 3,B+,71.76,81.5,70.5,0.43,6.96,2015-10-01 00:00:00,安徽,6.02,44.6,1.58,0.55,1.96,5.43,6.75
48,铜掌柜, -2,B+,71.0,72.5,75.0,0.95,9.17,2014-10-01 00:00:00,浙江,5.76,-220.38,1.32,15.84,4.55,7.84,4.38
49,汉金所, 2,B+,70.68,75.0,58.0,1.37,9.68,2015-03-01 00:00:00,湖北,4.51,-70.69,0.32,1.32,1.52,3.49,1.1
50,口袋理财, -2,B+,70.37,62.5,55.0,0.39,6.9,2015-11-01 00:00:00,上海,3.42,-16.16,9.18,22.16,0.24,0.14,32.05
51,米缸金融, -2,B,70.19,70.0,70.5,0.21,9.23,2015-02-01 00:00:00,上海,5.59,-1437.8,0.3,22.16,0.93,2.98,10.85
52,鹏金所, 2,B,70.06,77.5,70.5,0.61,7.13,2015-01-01 00:00:00,广东,0.91,-297.51,1.42,22.41,1.29,3.5,3.95
53,万盈金融, 3,B,69.54,65.0,73.0,0.67,10.88,2015-05-01 00:00:00,广东,10.84,-1.69,3.94,22.41,1.94,4.06,4.01
54,广州e贷, 1,B,69.08,85.0,81.5,0.81,9.85,2015-01-01 00:00:00,广东,2.35,25.66,1.06,22.41,1.61,3.53,0.62
55,钜宝盆, -2,B,69.03,70.0,73.5,2.66,8.9,2015-05-01 00:00:00,上海,6.74,3.17,6.58,22.16,1.21,3.25,10.97
56,可溯金融, -11,B,68.94,80.0,76.5,0.18,9.31,2014-09-01 00:00:00,浙江,11.37,-3.04,9.75,15.84,1.98,3.78,23.87
57,联连普金, -5,B,68.88,70.0,62.5,0.66,13.64,2015-12-01 00:00:00,上海,3.09,2.75,1.41,22.16,0.55,0.83,4.79
58,91旺财, 0,B,68.57,77.5,75.0,0.19,7.21,2014-03-01 00:00:00,北京,4.41,8.45,12.38,100.0,2.62,7.78,304.58
59,杉易贷, 2,B,68.26,82.5,64.0,0.52,10.0,2014-09-01 00:00:00,广东,7.27,5.25,1.18,22.41,1.82,3.73,1.55
60,抱财网, -3,B,68.07,62.5,74.5,0.48,9.75,2014-03-01 00:00:00,北京,22.25,48.74,10.52,100.0,4.27,9.24,38.94
61,理想宝, 1,B,67.94,61.5,70.0,0.29,10.14,2014-05-01 00:00:00,广东,8.94,19.45,7.13,22.41,6.56,9.77,9.21
62,网利宝, -2,B,67.27,72.5,79.5,0.43,8.58,2014-09-01 00:00:00,北京,4.59,21.62,10.76,100.0,5.82,10.03,24.16
63,立业贷, -4,B,67.06,77.5,80.0,0.69,11.67,2014-02-01 00:00:00,广东,6.21,-38.22,0.6,22.41,2.41,3.0,5.06
64,洋钱罐, 0,B,66.94,70.0,80.0,0.43,11.99,2015-11-01 00:00:00,北京,0.95,35.09,42.86,100.0,0.25,0.51,18.38
65,珠宝贷, -1,B,66.8,72.5,70.5,0.29,10.52,2014-09-01 00:00:00,广东,3.97,-44.88,2.14,22.41,6.32,17.56,1.15
66,金联储, -1,B,66.49,60.0,71.0,0.18,10.23,2014-09-01 00:00:00,北京,9.75,6.84,11.21,100.0,3.68,9.46,9.13
67,合众e贷, 1,B,66.09,67.5,69.0,0.74,12.76,2015-11-01 00:00:00,广东,12.68,48.29,14.92,22.41,0.3,0.51,0.1
68,搜易贷, 4,B,65.78,75.0,80.0,0.82,8.65,2014-09-01 00:00:00,北京,2.96,2.72,17.22,100.0,2.1,5.85,1.3
69,首E家, 0,B,65.71,70.0,80.0,0.44,7.28,2015-06-01 00:00:00,北京,1.76,-15.0,3.67,100.0,0.45,0.82,2.66
70,石投金融, 6,B,65.06,77.5,76.0,0.41,8.26,2014-05-01 00:00:00,上海,7.49,-41.86,2.28,22.16,1.62,3.95,9.11
71,钱盆网, 7,B,64.55,67.5,82.5,0.66,12.46,41852,广西,14.25,26.29,9.7,0.19,0.8,0.83,49.67
72,果树财富, -6,B,64.05,72.5,80.0,0.67,12.02,2014-08-01 00:00:00,广东,2.48,-19.24,0.6,22.41,1.89,2.52,2.17
73,钱香, 0,B,63.96,75.0,70.0,0.37,9.35,42217,上海,8.9,12.6,4.05,22.16,4.36,9.7,23.04
74,嘉石榴, 4,B,63.81,70.0,71.0,0.53,8.08,2015-06-01 00:00:00,浙江,4.59,0.53,3.16,100.0,1.25,3.71,6.34
75,融贝网, 0,B,63.79,80.0,60.5,1.59,9.6,2014-03-01 00:00:00,北京,4.7,43.67,5.01,100.0,2.07,3.33,14.84
76,合拍在线, -4,B,63.77,72.5,67.5,0.58,11.12,2012-06-01 00:00:00,广东,8.05,-33.25,1.58,22.41,4.99,9.97,4.94
77,百金贷, -4,B,63.05,67.5,77.0,0.32,10.27,2014-12-01 00:00:00,北京,10.44,23.48,7.22,100.0,2.33,4.02,17.92
78,民投金服, 1,B,62.35,75.0,85.0,0.46,8.67,2015-01-01 00:00:00,广东,1.44,36.52,1.06,22.41,1.87,3.39,0.68
79,海融易, -2,B,61.42,70.0,82.5,0.04,12.0,2013-05-01 00:00:00,北京,8.33,-22.57,3.76,100.0,26.51,31.62,0.86
80,惠投无忧, 0,B,61.38,72.5,75.0,0.43,9.78,42217,深圳,5.41,-29.89,0.35,22.41,2.25,3.9,2.35
