序号,平台名称,等级,得分,偿兑性,资金流入率,利率,运营,期限,地域性,投资,借款,流动性
29,金宝保,B+,72.99,34.47,30.31,7.71,7.91,1.3,1.1,7.87,433.12,45.31
30,珠宝贷,B+,72.6,27.17,-6.27,13.33,9.95,0.5,31.09,130.85,572.14,0.34
31,合拍在线,B+,72.54,20.71,10.82,12.72,4.95,0.42,31.09,90.85,237.92,1.65
32,皮城金融,B+,71.74,39.57,58.09,7.7,12.47,0.81,10.85,17.19,465.86,10.59
33,民贷天下,B+,71.07,44.57,6.26,8.68,17.89,0.43,31.09,176.39,1540.77,3.58
34,信融财富,B,69.97,36.89,38.87,15.95,8.08,1.06,31.09,4.52,11.02,98.5
35,团贷网,B,69.86,48.18,14.04,12.66,28.39,0.8,31.09,1.29,5.33,26.33
36,腾邦创投,B,69.19,38.9,27.59,13.87,9.04,0.82,31.09,45.03,505.94,85.7
37,理想宝,B,68.99,30.92,8.02,12.45,11.79,0.69,31.09,111.87,172.41,3.36
38,银豆网,B,68.43,29.22,27.13,13.85,2.89,1.89,28.27,57.74,362.87,105.75
39,玖融网,B,67.91,28.62,10.71,14.59,1.63,0.81,1.1,6.23,10.99,3.67
40,网利宝,B,67.89,41.6,14.16,10.98,14.95,0.52,28.27,653.69,1287.3,7.42
41,铜掌柜,B,67.47,37.93,-8.22,10.33,29.3,0.29,10.85,147.2,364.13,10.09
42,一起好,B,66.34,34.18,-0.3,14.71,6.54,0.96,1.1,5.03,15.11,32.92
43,鹏金所,B,65.28,39.68,-3.33,7.58,23.93,0.57,31.09,87.65,468.8,0.89
44,91旺财,B,64.82,26.86,-5.91,8.16,8.59,0.28,28.27,6.97,155.32,1.42
45,招商贷,B,64.58,25.85,11.41,13.26,7.23,0.78,0.45,26.26,90.42,3.11
46,道口贷,B,64.45,38.93,13.52,8.84,7.41,0.71,28.27,17.46,122.81,19.32
47,邦帮堂,B,64.11,16.98,78.29,10.3,1.9,1.47,28.27,30.48,87.75,1.25
48,金融工场,B,64.04,32.24,-27.07,9.45,14.04,0.53,28.27,1122.54,2153.79,61.71
49,向上金服,B,63.64,55.82,24.53,9.14,50.73,0.45,28.27,224.95,865.04,5.46
50,温州贷,B,63.13,11.98,-21.54,8.66,3.01,0.22,14.47,13.33,81.3,9.53
51,抱财网,B,62.66,49.84,-28.51,12.4,5.0,0.62,28.27,303.68,728.82,4.99
52,金联储,B,62.25,42.04,11.39,9.42,16.67,0.35,28.27,941.22,1205.4,3.42
53,生菜金融,B,61.2,34.56,45.98,8.84,1.92,0.8,14.47,11.25,13.8,12.73
54,付融宝,B,61.13,50.44,6.03,11.54,5.76,0.77,2.36,157.39,251.01,60.57
55,中瑞财富,B,60.93,26.61,-11.69,9.85,8.64,0.41,28.27,159.99,579.13,2.41
56,友金所,B,60.85,66.56,80.25,10.0,5.8,5.56,31.09,14.02,77.02,8.18
57,钜宝盆,B,60.83,78.69,273.09,10.04,6.81,4.9,14.47,2.0,5.32,14.51
58,黄河金融,B,60.41,35.33,74.89,9.29,5.56,1.43,10.85,17.43,199.74,34.88
59,广州e贷,B,60.34,33.79,26.17,12.38,5.67,1.15,31.09,23.87,100.35,0.87
60,和信贷,B,60.05,23.44,47.87,13.93,4.52,0.89,28.27,34.36,69.93,5.31
