序号,平台名称,变化,等级,综合评分,信披评分,合规评分,期限,利率,上线时间,所在地区,偿兑性,资金流入率,运营,地域性,投资,借款,流动性
26,理财范, -3,B+,78.58,70.0,78,0.8,9.4,2014-03-01,北京,6.27,19.7,6.04,24.38,2.46,4.56,6.87
27,首金网, 0,B+,77.46,77.5,94,1.25,9.12,2015-12-01,北京,21.73,-10.51,2.46,24.38,0.48,0.82,3.8
28,众信金融, -4,B+,76.74,42.5,62,0.67,8.39,2014-06-01,北京,1.01,-150.1,3.27,24.38,8.01,17.29,63.93
29,爱钱帮, 3,B+,76.67,67.5,83,0.31,9.83,2014-03-01,北京,5.57,2.1,10.64,24.38,1.57,3.71,95.99
30,银豆网, -3,B+,75.05,60.0,83,1.32,12.85,2014-02-01,北京,6.26,75.44,7.18,24.38,1.1,5.07,6.72
31,广信贷, -2,B+,74.08,65.0,77,0.91,11.92,2013-01-01,北京,6.2,8.81,3.05,24.38,0.87,2.16,20.36
32,链链金融, -4,B+,73.99,77.5,89,0.9,6.0,2014-11-01,北京,7.24,65.24,2.81,24.38,0.67,1.68,3.43
33,向上金服, -2,B,68.91,77.5,66,0.27,9.69,2013-08-01,北京,0.44,99.31,45.88,24.38,8.41,28.06,0.05
34,抱财网, -2,B,66.38,67.5,78,1.03,9.72,2014-03-01,北京,3.34,68.84,4.61,24.38,6.4,12.47,7.74
35,中瑞财富, -2,B,66.16,21.5,62,0.2,7.43,2014-05-01,北京,8.43,10.22,8.08,24.38,8.69,26.68,22.39
36,91旺财, 4,B,64.0,82.5,78,0.19,7.17,2014-03-01,北京,8.48,3.73,18.8,24.38,2.69,8.03,247.75
37,金联储, 0,B,63.97,71.5,88,0.16,10.78,2014-09-01,北京,1.71,8.97,16.34,24.38,2.53,11.26,9.29
38,网利宝, 1,B,61.68,48.0,0,0.47,8.2,2014-09-01,北京,5.87,18.04,14.02,24.38,5.98,11.64,21.36
39,信用宝, -1,B,60.34,53.0,0,0.13,12.02,2013-05-01,北京,0.34,-7.86,16.45,24.38,0.15,5.86,4.23
40,投哪网, 2,A+,89.23,62.5,78,0.68,8.17,2012-07-01,广东,11.05,0.79,15.28,23.5,2.06,2.64,37.14
41,小赢理财, -1,A+,88.51,70.0,67,1.05,7.61,2014-08-01,广东,2.78,1.76,62.96,23.5,0.24,0.92,103.1
42,团贷网, 2,A+,88.25,66.25,72,0.68,9.61,2012-07-01,广东,6.05,17.43,68.43,23.5,2.35,4.0,32.08
43,小牛在线, 1,A,84.81,72.5,77,0.54,9.35,2013-06-01,广东,4.36,28.55,47.99,23.5,2.63,3.99,48.39
44,PPmoney网贷, 1,A,84.56,80.0,83,0.45,8.97,2012-12-01,广东,5.25,-2.1,22.76,23.5,0.57,0.54,51.61
45,民贷天下, -1,A,83.28,78.75,78,0.68,7.25,2014-12-01,广东,2.22,6.57,16.06,23.5,0.09,1.09,3.03
46,融金所, 1,A,81.57,37.0,71,0.64,9.99,2013-05-01,广东,9.32,1.38,11.02,23.5,2.44,4.52,42.07
47,人人聚财, 1,A,80.72,43.0,62,1.01,9.8,2011-11-01,广东,6.51,21.93,6.75,23.5,9.65,2.86,28.04
48,友金所, 5,B+,79.93,60.0,55,3.68,9.0,2014-10-01,广东,20.02,82.5,14.23,23.5,4.96,4.72,13.11
49,红岭创投, 3,B+,75.52,57.5,66,0.21,8.8,2009-03-01,广东,5.18,0.03,59.93,23.5,3.02,9.23,178.14
50,联金所, 0,B+,72.09,50.5,79,2.65,12.0,2013-11-01,广东,6.95,2.61,2.72,23.5,0.92,2.0,0.15
51,e融所, 3,B+,71.0,51.5,89,0.51,10.18,2015-11-01,广东,15.62,34.54,10.05,23.5,2.01,3.9,5.79
52,广州e贷, -3,B+,70.78,77.5,94,0.78,9.09,2015-01-01,广东,3.12,1.68,2.99,23.5,1.76,4.45,1.41
53,理想宝, -1,B+,70.02,67.5,78,0.42,9.97,2014-05-01,广东,4.15,30.68,5.83,23.5,1.81,2.82,6.97
54,鹏金所, 1,B,68.81,48.0,83,0.74,6.72,2015-01-01,广东,7.65,-4.71,13.97,23.5,1.94,8.21,0.28
55,万盈金融, -1,B,67.61,70.0,66,0.95,11.63,2015-05-01,广东,8.7,20.15,3.46,23.5,2.9,4.86,3.96
56,果树财富, 3,B,67.23,52.5,78,0.79,11.9,2014-08-01,广东,11.7,26.57,2.02,23.5,1.93,2.44,3.22
57,e路同心, 2,B,66.67,46.5,67,1.09,11.5,2014-08-01,广东,6.78,-12.39,8.1,23.5,1.21,2.64,2.21
58,立业贷, 3,B,65.77,75.0,78,1.05,12.45,2014-02-01,广东,8.56,13.91,1.01,23.5,2.22,3.08,7.34
59,珠宝贷, -1,B,65.43,62.5,83,0.3,9.84,2014-09-01,广东,4.99,-15.78,5.09,23.5,6.56,18.78,0.56
60,杉易贷, 4,B,64.74,76.5,0,0.68,9.29,2014-09-01,广东,11.91,19.32,1.66,23.5,1.13,3.33,1.65
61,合拍在线, -1,B,64.31,72.5,72,0.61,10.76,2012-06-01,广东,2.33,1.97,1.91,23.5,7.5,17.74,4.24
62,民投金服, 2,B,63.31,72.5,0,0.22,6.77,2015-01-01,广东,13.39,33.95,3.39,23.5,3.56,6.22,1.07
63,新联在线, 1,B,61.9,50.5,78,0.46,11.25,2013-07-01,广东,8.3,0.73,3.64,23.5,4.58,8.55,0.74
64,合众e贷, 0,B,61.85,0.0,0,0.06,10.11,2015-11-01,广东,40.36,19.93,17.44,23.5,0.15,0.55,11.01
65,微贷网, 1,A+,89.82,85.0,77,0.45,7.7,2011-08-01,浙江,7.42,1.37,72.55,18.19,0.49,1.15,94.71
66,鑫合汇, -3,A,84.32,67.5,83,0.08,7.37,2013-12-01,浙江,1.06,-8.31,23.97,18.19,1.44,5.17,5.94
67,拓道金服, 3,B+,76.06,80.0,88,0.43,9.42,2013-12-01,浙江,15.69,27.54,9.15,18.19,1.51,3.26,19.76
68,铜掌柜, -3,B+,71.83,77.5,83,0.18,7.36,2014-10-01,浙江,7.18,4.35,5.18,18.19,5.98,10.57,24.5
69,可溯金融, 2,B,67.91,65.0,82,0.31,9.05,2014-09-01,浙江,8.49,27.28,7.43,18.19,2.07,3.51,16.03
70,开鑫金服, 1,A+,89.41,65.0,100,1.52,6.93,2012-12-01,江苏,3.59,-2.21,27.64,3.64,3.58,19.83,18.63
71,付融宝, 3,B+,78.04,62.5,84,1.06,10.79,2013-11-01,江苏,9.0,0.01,5.96,3.64,2.4,4.11,33.04
72,宜贷网, -3,A+,88.79,87.5,78,0.19,10.74,2014-01-01,上海,12.31,0.64,75.49,2.87,2.15,8.11,18.1
73,图腾贷, 2,B+,72.03,70.0,84,0.49,12.9,2014-09-01,四川,9.5,40.15,6.45,2.87,0.87,2.61,12.49
74,海融易, 1,A,86.4,52.5,62,0.63,7.32,2014-12-01,山东,4.76,114.82,4.42,2.58,4.01,14.35,274.07
75,玖融网, 0,B+,79.42,43.0,89,1.06,11.87,2013-07-01,湖北,9.45,29.08,1.83,1.22,1.84,3.37,7.42
76,汉金所, 0,B,68.06,45.5,67,0.64,8.09,2015-03-01,湖北,4.98,-54.06,0.96,1.22,2.56,6.95,2.43
77,奇乐融, 2,B,69.65,82.5,67,0.54,6.88,2015-10-01,安徽,0.47,64.46,1.64,0.51,0.67,1.94,4.65
78,博金贷, 4,A,83.64,80.0,72,0.23,6.19,2014-09-01,江西,11.37,10.45,25.54,0.43,1.89,8.06,16.74
79,看看钱包, -4,B,62.34,35.5,84,0.33,8.55,2015-06-01,湖南,9.58,20.32,0.46,0.24,17.02,41.74,3.63
80,金开贷, -1,A,80.69,85.0,89,0.86,7.69,2013-12-01,陕西,3.3,-0.93,0.75,0.17,3.48,7.59,1.81
