序号,平台名称,等级,得分,偿兑性,资金流入率,利率,运营,期限,地域性,投资,借款,流动性
24,爱钱进,B+,77.73,15.58,87.2,12.1,6.26,5.27,24.25,2.24,2.03,32.62
25,红岭创投,B+,76.91,4.46,-48.76,8.86,9.05,0.34,26.5,2.91,8.2,199.48
26,北京众信金融,B+,76.46,10.27,-21.2,9.55,2.46,1.1,24.25,8.38,28.64,189.01
27,PPmoney,B+,75.19,2.75,40.45,9.56,12.57,1.05,26.5,2.28,3.92,124.04
28,金宝保,B+,74.66,8.18,-99.19,6.14,1.36,0.94,0.97,4.42,18.61,20.52
29,银湖网,B+,74.39,7.32,30.12,11.5,1.09,2.0,24.25,3.43,5.61,3.83
30,海融易,B+,73.22,6.25,53.0,7.8,2.58,0.78,2.98,3.11,33.55,125.46
31,腾邦创投,B+,72.82,12.32,-100.42,13.42,1.24,0.02,26.5,2.99,12.69,18.25
32,玖融网,B+,72.74,8.87,28.75,12.87,0.59,1.15,1.22,1.91,3.3,5.89
33,鑫合汇,B+,72.63,8.84,0.64,8.87,18.71,0.11,13.72,25.68,75.08,55.83
34,理想宝,B+,71.65,5.39,-4.39,9.33,1.74,0.39,26.5,6.78,13.94,3.0
35,理财范,B+,71.42,19.03,24.13,10.21,2.92,1.01,24.25,10.52,17.87,164.12
36,团贷网,B+,71.14,7.42,24.42,11.54,11.72,0.99,26.5,1.23,2.39,40.44
37,诺诺镑客,B+,71.04,20.27,54.8,11.42,1.36,3.03,25.8,0.82,1.05,24.51
38,民贷天下,B+,70.75,18.99,4.1,6.55,11.72,0.24,26.5,5.39,13.92,5.64
39,道口贷,B,69.2,5.83,40.04,9.1,1.55,0.7,24.25,4.48,10.48,31.75
40,铜掌柜,B,69.05,6.42,1.64,8.98,5.27,0.29,13.72,11.09,18.47,29.42
41,人人聚财,B,68.65,8.33,-14.27,12.36,1.97,1.39,26.5,11.67,2.86,36.76
42,91旺财,B,68.49,8.41,35.03,7.86,1.77,0.23,24.25,5.49,8.79,1.43
43,万盈金融,B,66.54,20.27,69.02,13.73,1.19,1.42,26.5,2.98,5.78,5.39
44,恒大金服,B,65.22,89.93,54.0,7.4,0.44,2.91,26.5,5.12,6.96,0.02
45,付融宝,B,64.78,7.5,13.9,10.22,1.04,0.81,3.18,28.17,8.85,67.72
46,合拍在线,B,64.62,7.61,-5.34,11.0,1.25,0.4,26.5,9.89,19.82,2.47
47,广州e贷,B,64.47,8.03,19.74,10.35,0.67,0.7,26.5,8.65,18.34,1.34
48,银豆网,B,64.28,6.22,57.82,12.63,0.8,1.73,24.25,6.92,16.36,123.33
49,生菜金融,B,63.64,10.94,-10.67,8.53,1.25,0.94,25.8,1.4,4.73,15.22
50,鹏金所,B,63.58,4.54,-61.0,7.16,1.99,0.56,26.5,13.7,29.54,0.39
51,广信贷,B,63.54,4.81,48.41,13.86,0.68,0.97,24.25,2.75,5.93,6.64
52,和信贷,B,63.46,8.2,29.07,13.41,1.53,1.1,24.25,4.93,8.43,7.92
53,钜宝盆,B,63.31,38.86,51.24,8.86,6.92,3.68,25.8,1.16,4.63,21.08
54,向上金服,B,62.87,0.64,98.35,9.21,7.91,0.31,24.25,13.26,17.78,4.56
55,珠宝贷,B,62.7,6.16,20.13,11.97,2.43,0.49,26.5,10.7,23.29,0.76
56,华人金融,B,61.86,6.55,59.14,8.32,4.04,0.69,26.5,24.76,50.09,0.39
57,中瑞财富,B,61.8,1.55,-226.58,7.44,0.25,0.4,24.25,35.31,9.49,0.24
58,金融工场,B,61.72,1.33,2.72,8.36,1.56,0.62,24.25,19.94,31.32,59.18
59,抱财网,B,61.65,4.56,30.71,12.56,1.13,0.9,24.25,19.58,25.81,12.59
60,奇乐融,B,61.59,23.29,15.92,7.05,2.32,0.41,0.54,13.13,40.8,5.94
61,网信理财,B,61.58,25.0,2.04,10.44,24.47,1.93,24.25,2.0,5.02,124.22
62,一起好,B,61.44,6.42,-12.46,13.07,1.11,0.96,1.22,2.04,3.34,29.03
63,博金贷,B,61.42,9.05,61.89,5.92,3.15,0.28,0.53,3.15,11.51,5.09
64,米缸金融,B,61.36,5.48,64.0,13.49,0.49,0.68,25.8,49.79,40.56,2.33
65,融金所,B,61.25,6.68,12.24,12.92,2.25,0.63,26.5,1.95,4.3,15.38
66,今日捷财,B,61.13,10.09,0.88,9.04,0.28,0.77,25.8,3.19,7.27,3.35
67,金联储,B,60.91,9.18,9.67,10.13,3.7,0.38,24.25,17.49,35.09,4.11
68,友金所,B,60.6,13.26,56.17,10.0,0.96,5.21,26.5,3.73,8.06,11.91
69,迷你贷,B,60.48,7.79,14.26,13.15,0.99,0.25,26.5,11.51,13.32,5.81
70,黄河金融,B,60.13,13.06,11.21,9.62,0.92,0.42,13.72,3.44,10.3,22.08
