序号,平台名称,等级,得分,偿兑性,资金流入率,利率,运营,期限,地域性,投资,借款,流动性
26,你我贷,B+,74.4,10.07,22.73,11.25,3.9,3.55,27.88,0.88,1.32,69.07
27,小牛在线,B+,73.7,8.89,-9.19,10.15,9.34,0.42,25.13,2.47,4.63,34.55
28,民贷天下,B+,73.68,6.49,8.14,7.94,5.53,0.59,25.13,0.9,1.44,8.75
29,理财范,B+,73.32,8.07,23.34,9.47,1.38,0.84,22.51,5.52,9.48,169.03
30,团贷网,B+,72.78,9.81,30.73,11.46,9.59,1.16,25.13,2.69,4.82,56.72
31,91旺财,B+,71.88,15.98,10.38,7.79,2.69,0.23,22.51,4.47,9.28,1.92
32,玖融网,B+,71.87,10.46,43.26,11.96,0.47,1.67,0.92,1.79,3.74,11.26
33,道口贷,B+,71.72,8.22,36.34,9.06,1.13,0.69,22.51,3.61,8.81,43.34
34,恒大金服,B+,71.57,90.61,16.38,6.85,1.22,2.47,25.13,5.65,16.48,0.12
35,生菜金融,B+,71.54,4.02,-0.28,8.68,0.94,0.55,27.88,1.39,4.52,16.91
36,铜掌柜,B+,71.29,3.63,16.84,8.84,2.09,0.61,13.52,9.85,16.79,54.07
37,银湖网,B+,70.81,2.47,-481.4,10.31,0.05,1.27,22.51,4.34,4.24,3.63
38,理想宝,B+,70.61,5.77,6.3,9.67,1.16,0.44,25.13,6.13,12.94,4.44
39,诺诺镑客,B+,70.5,14.78,19.09,11.38,0.73,2.38,27.88,0.79,0.94,27.87
40,广州e贷,B+,70.13,8.62,8.52,9.85,0.37,0.91,25.13,2.73,6.33,1.51
41,和信贷,B,69.41,6.6,42.61,13.43,0.89,1.2,22.51,4.71,7.84,13.32
42,鑫合汇,B,69.25,13.56,1.59,8.72,15.91,0.19,13.52,25.91,91.7,59.99
43,人人聚财,B,67.19,3.46,-10.81,11.26,0.85,0.96,25.13,8.95,2.72,29.97
44,付融宝,B,66.83,6.99,10.58,10.61,0.75,0.99,2.7,24.42,8.65,93.52
45,广信贷,B,66.55,11.0,55.14,13.08,0.72,1.34,22.51,2.06,5.13,9.21
46,万盈金融,B,66.32,15.74,43.81,12.9,0.57,1.5,25.13,2.65,5.22,6.6
47,珠宝贷,B,65.69,8.6,7.31,11.11,1.39,0.54,25.13,8.89,19.55,0.87
48,腾邦创投,B,65.53,1.94,-52.16,14.75,0.35,0.01,25.13,1.16,8.89,1.99
49,融金所,B,65.52,7.76,10.46,12.09,1.46,0.95,25.13,2.08,4.61,19.91
50,合拍在线,B,65.46,6.26,6.39,10.32,0.72,0.45,25.13,9.7,20.53,3.15
51,银豆网,B,65.15,16.64,9.54,12.87,0.51,1.79,22.51,4.54,13.71,144.29
52,向上金服,B,65.12,9.86,34.23,9.64,5.73,0.27,22.51,12.02,19.48,6.2
53,博金贷,B,64.87,9.54,63.51,5.38,2.47,0.23,0.37,3.74,15.38,7.24
54,钜宝盆,B,64.34,7.0,60.59,8.0,2.37,5.34,27.88,1.8,3.09,19.56
55,奇乐融,B,63.83,12.99,-11.6,6.87,1.07,0.5,0.44,2.99,10.43,4.43
56,中瑞财富,B,63.25,6.02,-5.2,7.34,0.99,0.33,22.51,9.02,30.95,18.11
57,抱财网,B,62.87,5.07,18.09,11.93,0.52,0.99,22.51,8.79,15.55,15.89
58,联连理财,B,62.59,23.5,2.89,9.25,1.49,0.16,27.88,0.41,1.04,0.12
59,大麦理财,B,62.39,2.44,-4.5,9.66,0.43,0.64,25.13,26.96,44.77,28.21
60,友金所,B,62.25,9.63,5.32,9.67,0.33,5.2,25.13,17.64,7.31,13.25
61,拓道金服,B,62.15,14.91,15.56,12.56,0.63,0.57,13.52,1.16,2.6,1.82
62,信融财富,B,62.12,7.4,19.71,13.14,0.9,1.12,25.13,1.58,3.51,132.48
63,华人金融,B,62.05,6.23,39.33,8.17,1.8,0.54,25.13,22.05,46.63,0.53
64,果树财富,B,62.04,8.09,33.8,15.11,0.22,0.98,25.13,1.81,2.34,20.28
65,首金网,B,61.57,82.32,39.31,8.4,6.26,0.42,22.51,3.34,12.68,2.69
66,口贷网,B,61.57,0.03,104.72,16.45,0.35,0.77,2.12,9.92,28.02,0.01
67,口袋理财,B,61.41,3.15,57.71,8.14,4.98,0.65,27.88,0.39,0.7,73.98
68,看看钱包,B,61.24,16.97,-6.48,8.52,0.05,0.59,0.21,2.55,5.27,0.91
69,一起好,B,61.15,4.73,-22.28,12.52,0.44,1.29,0.92,1.16,1.84,22.78
70,汉金所,B,60.84,7.12,-24.44,8.05,0.28,0.9,0.92,2.63,7.14,0.15
