序号,平台名称,变化,等级,综合评分,信披评分,合规评分,期限,利率,上线时间,所在地区,偿兑性,资金流入率,运营,地域性,投资,借款,流动性
71,杉易贷, 1,B,65.0,80.0,64.0,0.55,9.79,2014-09-01,广东,14.29,-15.02,0.8,24.08,1.64,3.79,1.82
72,网利宝, 2,B,64.25,75.0,68.0,0.37,8.11,2014-09-01,北京,5.33,17.31,8.59,23.56,5.25,9.86,23.6
73,合拍在线, -2,B,63.92,75.0,58.0,0.56,11.09,2012-06-01,广东,2.85,-53.84,0.71,24.08,4.27,14.15,4.97
74,民投金服, 1,B,63.54,70.0,64.0,0.43,8.38,2015-01-01,广东,9.56,6.27,1.53,24.08,2.44,4.09,1.21
75,沪商财富, -2,B,63.42,45.0,64.0,0.62,13.86,2014-06-01,上海,7.73,-2.45,0.87,25.83,0.65,4.16,9.59
76,合众e贷, 2,B,62.86,61.5,60.0,0.39,11.2,2015-11-01,广东,10.51,31.79,8.12,24.08,0.26,0.52,12.28
77,91旺财, 0,B,62.24,80.0,64.0,0.15,7.17,2014-03-01,北京,6.46,0.24,10.37,23.56,2.75,7.96,230.98
78,新联在线, 1,B,61.84,67.5,58.0,0.38,11.14,2013-07-01,广东,3.6,11.97,2.03,24.08,3.73,7.09,7.56
79,看看钱包, -3,B,61.53,39.0,64.0,0.22,8.31,2015-06-01,湖南,12.24,-32.47,0.27,0.26,1.47,2.7,4.99
80,信用宝, 0,B,60.96,57.5,78.0,0.7,12.03,2013-05-01,北京,4.0,-27.96,2.23,23.56,1.62,28.59,4.76
