序号,平台名称,等级,得分,偿兑性,资金流入率,利率,运营,期限,地域性,投资,借款,流动性
42,铜掌柜,B,66.49,47.35,-6.41,10.46,31.48,1.48,12.16,104.22,271.88,2.83
43,鹏金所,B,66.32,43.03,8.71,7.7,28.24,3.51,32.7,92.01,455.86,0.9
44,招商贷,B,65.94,23.28,-10.61,13.31,7.29,0.16,0.48,23.24,90.12,0.01
45,邦帮堂,B,65.28,17.35,79.03,9.96,2.12,9.0,27.05,18.49,43.4,1.16
46,抱财网,B,64.16,56.56,-16.74,12.84,5.46,3.45,27.05,378.66,698.29,3.85
47,金融工场,B,63.24,48.06,-6.61,9.43,22.42,2.4,27.05,1473.07,3625.5,55.45
48,金联储,B,63.13,39.3,20.17,9.44,15.32,2.29,27.05,1462.85,1103.81,3.11
49,付融宝,B,62.94,61.53,9.54,12.12,6.45,4.67,2.35,160.58,309.91,57.1
50,温州贷,B,62.73,12.81,-22.23,9.52,3.72,1.21,12.6,14.28,91.63,8.36
51,银票网,B,62.54,32.22,3.16,7.81,13.72,0.8,12.6,41.5,330.47,0.65
52,91旺财,B,62.43,28.49,-3.51,8.3,9.59,1.85,27.05,10.6,153.7,2.11
53,生菜金融,B,62.35,33.67,36.52,8.92,3.22,5.24,12.6,15.15,13.74,11.84
54,道口贷,B,62.31,36.21,40.3,8.77,9.28,4.19,27.05,15.93,129.76,24.09
55,和信贷,B,61.84,28.63,-50.28,13.0,3.99,3.66,27.05,46.92,103.42,2.12
56,钜宝盆,B,61.04,84.11,86.99,10.0,28.16,27.62,12.6,1.26,11.45,12.91
57,中瑞财富,B,60.93,35.3,0.9,10.23,13.55,2.84,27.05,83.14,927.9,3.12
58,贷贷兴隆,B,60.79,30.69,-24.4,8.44,1.23,10.57,1.01,26.73,192.1,19.06
59,友金所,B,60.65,75.59,93.23,10.0,8.53,34.32,32.7,11.78,89.86,7.41
60,黄河金融,B,60.32,37.79,84.38,9.0,7.73,9.85,12.16,18.34,222.64,35.39
