序号,平台名称,变化,等级,综合评分,信披评分,合规评分,期限,利率,上线时间,所在地区,偿兑性,资金流入率,运营,地域性,投资,借款,流动性
17,小牛在线, -1,A,83.2,70.0,74.0,0.44,10.13,2013-06-01,广东,12.0,22.3,35.05,24.27,2.51,4.8,64.42
18,鑫合汇, 0,A,82.77,82.5,89.0,0.04,7.02,2013-12-01,浙江,3.24,-0.08,56.57,15.62,0.88,13.54,430.99
19,博金贷, 3,A,82.64,82.5,68.0,0.44,8.47,2014-09-01,江西,2.52,0.82,4.8,0.42,1.72,4.83,11.16
20,积木盒子, -1,A,82.27,90.0,74.0,1.39,9.33,2013-08-01,北京,9.37,86.97,13.17,27.39,0.4,0.63,0.02
21,翼龙贷, 0,A,81.73,80.0,74.0,1.06,9.46,2011-04-01,北京,6.87,-1.38,8.46,27.39,1.18,2.12,35.2
22,友金所, 2,A,81.35,82.5,58.0,2.82,9.0,2014-10-01,广东,52.42,-3.69,9.37,24.27,1.8,4.7,12.65
23,海融易, -3,A,80.74,62.5,64.0,0.42,7.2,2014-12-01,山东,23.32,-26.82,15.63,2.51,2.52,22.55,68.77
24,金开贷, 2,A,80.04,85.0,74.0,0.68,7.68,2013-12-01,陕西,2.14,-32.54,0.32,0.16,4.03,6.88,3.0
25,PPmoney网贷, 0,B+,79.65,82.5,85.0,0.45,9.56,2012-12-01,广东,10.94,-0.08,10.15,24.27,0.92,0.78,50.3
26,民贷天下, 1,B+,79.36,80.0,70.0,1.39,10.27,2014-12-01,广东,0.58,0.5,4.1,24.27,0.69,0.86,2.96
27,银湖网, -4,B+,78.97,67.5,48.0,1.76,12.02,2014-07-01,北京,32.28,-123.73,3.41,27.39,1.47,2.16,7.34
28,道口贷, 1,B+,78.84,77.5,90.0,0.31,8.56,2014-12-01,北京,11.92,-1.67,4.24,27.39,2.69,6.21,55.28
29,和信贷, -1,B+,78.75,84.0,64.0,0.09,10.49,2013-08-01,北京,9.18,1.49,8.75,27.39,5.54,10.52,7.9
30,人人聚财, 0,B+,78.02,53.75,69.0,1.42,10.13,2011-11-01,广东,6.09,12.92,3.72,24.27,8.9,2.47,27.7
31,玖融网, 0,B+,77.78,40.5,84.0,0.75,11.64,2013-07-01,湖北,6.28,7.14,1.03,1.19,1.63,2.88,10.88
32,付融宝, 0,B+,77.78,70.0,58.0,0.61,10.45,2013-11-01,江苏,0.73,74.34,2.6,3.54,4.8,8.27,6.17
33,东方汇, 2,B+,77.63,65.0,54.0,0.61,6.27,2014-06-01,上海,1.2,-1.97,4.38,22.37,2.08,8.84,0.05
34,融金所, -1,B+,77.32,67.5,63.0,0.46,9.82,2013-05-01,广东,7.08,9.38,6.68,24.27,2.49,4.69,51.19
35,短融网, -1,B+,76.83,82.5,75.0,0.82,9.86,2014-06-01,北京,11.43,0.32,3.74,27.39,5.76,3.11,15.75
36,财富星球, 0,B+,76.25,82.5,90.0,0.87,9.97,2013-10-01,北京,2.52,-3.39,1.47,27.39,5.64,7.42,1.27
37,联金所, 4,B+,76.06,70.0,70.0,1.57,12.46,2013-11-01,广东,4.23,22.86,2.15,24.27,1.07,2.38,0.16
38,爱钱帮, -1,B+,75.34,80.0,64.0,0.32,10.17,2014-03-01,北京,2.3,12.0,3.96,27.39,1.58,2.58,79.27
39,理财范, 3,B+,74.96,77.5,75.0,0.85,10.58,2014-03-01,北京,2.54,70.63,5.9,27.39,2.01,4.26,8.14
40,图腾贷, 3,B+,74.9,70.0,70.0,0.34,12.24,2014-09-01,四川,16.54,10.71,4.81,2.79,0.36,1.32,20.94
41,生菜金融, -1,B+,74.81,65.0,49.0,0.3,9.49,2014-09-01,上海,4.42,5.96,4.9,22.37,0.32,0.68,1.93
42,银豆网, 2,B+,74.7,67.5,79.0,1.01,12.96,2014-02-01,北京,10.1,61.71,4.68,27.39,1.77,4.24,13.7
43,首金网, -4,B+,74.2,82.5,74.0,0.79,8.73,2015-12-01,北京,0.89,7.33,3.28,27.39,0.3,0.6,6.96
44,广信贷, 2,B+,74.16,72.5,80.0,0.97,12.58,2013-01-01,北京,7.09,28.06,4.16,27.39,2.2,3.19,14.53
45,红岭创投, 0,B+,73.96,70.0,79.0,0.16,8.69,2009-03-01,广东,6.98,1.35,42.72,24.27,3.14,10.48,221.23
46,拓道金服, 2,B+,73.41,80.0,84.0,0.25,9.3,2013-12-01,浙江,14.77,8.12,6.11,15.62,1.56,3.04,27.82
47,口袋理财, 0,B+,73.15,72.5,48.0,0.55,7.81,2015-11-01,上海,5.19,-63.96,5.64,22.37,0.23,0.12,41.07
48,米缸金融, 3,B+,72.54,67.5,59.0,0.31,78.43,2015-02-01,上海,16.58,-2067.27,0.24,22.37,1.62,3.46,10.44
49,链链金融, 1,B+,72.03,82.5,79.0,0.72,6.0,2014-11-01,北京,0.55,71.42,0.76,27.39,0.54,1.32,9.67
50,广州e贷, 2,B+,71.97,90.0,80.0,1.27,10.42,2015-01-01,广东,4.72,2.33,0.58,24.27,1.42,2.85,0.83
51,铜掌柜, 3,B+,71.83,77.5,68.0,1.02,8.41,2014-10-01,浙江,3.34,49.54,3.9,15.62,4.64,8.52,23.35
52,向上金服, -3,B+,71.66,85.0,69.0,0.26,9.38,2013-08-01,北京,3.03,94.39,24.74,27.39,1.68,4.03,0.01
53,e融所, 2,B+,71.43,72.5,64.0,1.55,12.24,2015-11-01,广东,8.58,63.82,7.28,24.27,1.55,3.51,7.6
54,奇乐融, -1,B+,71.32,80.0,65.0,0.46,6.96,2015-10-01,安徽,13.84,6.8,1.15,0.5,0.93,3.11,2.88
55,汉金所, 1,B+,70.96,75.0,48.0,1.27,9.17,2015-03-01,湖北,3.97,-272.31,0.14,1.19,1.15,3.06,0.32
56,可溯金融, 1,B,69.96,75.0,78.0,0.18,9.41,2014-09-01,浙江,21.04,15.99,8.27,15.62,1.84,3.98,23.92
57,e路同心, 2,B,69.57,57.5,63.0,0.84,11.37,2014-08-01,广东,3.79,-1.35,2.63,24.27,1.08,1.99,1.66
58,联连普金, 2,B,68.69,65.0,54.0,0.62,12.99,,,1.15,-2.73,1.39,22.37,0.65,1.28,3.42
59,钜宝盆, 3,B,68.44,67.5,70.0,2.91,8.0,2015-05-01,上海,6.22,30.54,4.78,22.37,0.95,3.04,10.21
60,鹏金所, 1,B,68.31,56.5,74.0,0.63,6.85,2015-01-01,广东,8.51,-14.4,1.09,24.27,1.5,3.65,0.05
61,理想宝, -3,B,68.09,62.5,68.0,0.33,10.17,2014-05-01,广东,8.39,18.52,4.23,24.27,4.58,7.25,7.11
62,万盈金融, 1,B,67.43,70.0,74.0,0.62,10.9,2015-05-01,广东,11.62,24.52,3.08,24.27,1.75,3.83,4.9
63,立业贷, 2,B,66.78,80.0,70.0,0.81,12.33,2014-02-01,广东,8.51,1.77,0.49,24.27,2.17,2.91,6.64
64,果树财富, 2,B,66.74,67.5,75.0,0.59,11.58,2014-08-01,广东,6.8,8.15,1.01,24.27,1.64,2.33,2.3
65,抱财网, -1,B,66.47,65.0,79.0,0.66,9.34,2014-03-01,北京,8.83,31.07,2.21,27.39,5.55,8.77,13.17
66,永利宝, 1,B,65.52,75.0,48.0,0.41,6.0,2013-11-01,上海,8.49,0.12,1.44,22.37,7.11,9.49,6.4
67,珠宝贷, 1,B,65.15,70.0,74.0,0.28,10.27,2014-09-01,广东,1.51,12.12,1.72,24.27,5.42,14.7,1.12
68,中瑞财富, 1,B,64.48,24.0,60.0,0.06,6.47,2014-05-01,北京,6.76,-111.38,2.14,27.39,9.6,26.39,10.21
69,合拍在线, 4,B,64.02,80.0,64.0,0.55,11.1,2012-06-01,广东,2.13,2.9,1.24,24.27,3.09,6.29,5.78
70,金联储, 0,B,63.59,81.5,74.0,0.23,10.32,2014-09-01,北京,5.81,-3.38,9.73,27.39,3.28,9.51,10.49
71,沪商财富, 4,B,63.01,62.5,64.0,0.58,13.68,2014-06-01,上海,7.37,25.55,1.04,22.37,2.02,3.82,15.72
72,杉易贷, -1,B,62.97,80.0,68.0,0.53,9.73,2014-09-01,广东,14.69,2.05,0.95,24.27,1.64,4.58,1.58
73,合众e贷, 3,B,62.65,65.0,54.0,0.57,11.81,2015-11-01,广东,1.65,24.19,9.92,24.27,0.36,0.71,8.97
74,网利宝, -2,B,62.31,82.5,79.0,0.41,8.29,2014-09-01,北京,5.47,21.09,8.09,27.39,5.36,9.9,21.85
75,91旺财, 2,B,62.12,87.5,74.0,0.18,7.24,2014-03-01,北京,4.82,8.97,8.68,27.39,2.87,7.96,241.05
76,民投金服, -2,B,61.99,75.0,74.0,0.39,8.39,2015-01-01,广东,10.65,-1.62,1.19,24.27,2.51,4.24,0.94
77,信用宝, 3,B,61.86,75.0,85.0,0.05,12.0,2013-05-01,北京,7.55,0.3,14.05,27.39,0.79,2.33,4.95
78,新联在线, 0,B,61.39,72.5,58.0,0.36,11.11,2013-07-01,广东,4.73,2.25,2.35,24.27,3.38,6.69,7.45
79,看看钱包, 0,B,61.24,59.0,70.0,0.37,8.67,2015-06-01,湖南,10.92,-43.12,0.23,0.23,1.25,3.05,2.83
80,百金贷, 0,B,60.66,0.0,0.0,0.24,9.81,2014-12-01,北京,7.83,48.85,5.07,27.39,2.25,3.86,17.17
