序号,平台名称,等级,得分,偿兑性,资金流入率,利率,运营,期限,地域性,投资,借款,流动性
41,金融工场,B,73.73,0.22,0.17,9.24,20.47,0.27,5.28,351.0,75.5,191.7
42,金开贷,B,73.36,0.3,0.0,6.45,3.53,1.09,1.15,25.98,256.54,55.44
43,皮城金融,B,73.01,0.24,0.0,8.2,0.17,0.67,11.8,42.67,1065.31,10.95
44,腾邦创投,B,72.15,0.83,0.0,14.06,14.9,1.04,16.7,18.66,227.56,8.56
45,铜掌柜,B,71.34,0.83,0.0,11.64,37.15,0.22,11.8,172.74,355.01,114.72
46,财富中国,B,71.26,0.37,0.0,12.6,15.89,1.81,16.7,15.5,101.6,0.3
47,民贷天下,B,71.02,0.56,0.0,9.91,13.78,0.81,16.7,154.89,85.6,6.3
48,链家理财,B,71.0,0.45,0.0,6.34,67.54,0.25,7.28,10.0,116.39,31.14
49,鹏金所,B,70.88,0.52,0.0,7.66,23.43,0.5,13.28,13.07,680.23,15.84
50,91旺财,B,70.76,0.32,0.0,9.1,13.34,0.27,5.28,20.5,246.45,12.1
51,道口贷,B,70.6,0.5,0.0,8.18,106.43,0.64,5.28,16.18,189.35,41.3
52,贷贷兴隆,B,70.43,0.33,0.0,4.92,29.89,0.71,0.86,0.78,165.02,32.83
53,金联储,B,70.21,0.48,0.0,10.02,18.02,0.54,5.28,127.0,85.4,7.59
54,网利宝,B,70.07,0.49,0.0,11.31,16.81,0.44,5.28,607.57,771.0,20.37
55,生菜金融,B,70.0,0.32,0.0,8.02,47.42,0.68,7.49,1.89,26.58,24.89
