序号,平台名称,变化,等级,综合评分,信披评分,合规评分,期限,利率,上线时间,所在地区,偿兑性,资金流入率,运营,地域性,投资,借款,流动性
25,和信贷, -2,B+,79.43,69.0,64.0,0.11,10.67,2013-08-01,北京,13.88,-5.59,11.47,23.79,3.88,10.92,14.27
26,友金所, 3,B+,78.74,72.5,48.0,3.38,9.0,2014-10-01,广东,12.22,63.26,11.62,24.39,1.98,4.6,13.76
27,道口贷, -2,B+,78.26,65.0,84.0,0.32,8.24,2014-12-01,北京,8.91,10.27,6.98,23.79,2.49,6.87,104.19
28,民贷天下, -1,B+,77.72,82.5,70.0,1.14,8.71,2014-12-01,广东,0.98,11.51,12.07,24.39,0.29,0.91,2.71
29,玖融网, 2,B+,77.57,40.5,84.0,0.81,11.29,2013-07-01,湖北,3.3,37.82,1.72,1.25,1.89,3.23,8.49
30,金开贷, 0,B+,77.34,82.5,74.0,0.79,7.67,2013-12-01,陕西,2.54,-42.42,0.63,0.17,2.85,7.05,1.87
31,东方汇, -3,B+,77.12,57.5,54.0,0.7,6.15,2014-06-01,上海,0.76,-28.0,4.34,25.38,2.57,7.91,6.68
32,融金所, 1,B+,76.84,65.0,63.0,0.53,9.7,2013-05-01,广东,8.2,3.7,8.85,24.39,2.0,4.63,45.54
33,人人聚财, 2,B+,76.51,50.0,64.0,1.31,9.8,2011-11-01,广东,7.33,33.55,6.88,24.39,7.51,2.77,26.76
34,短融网, 0,B+,76.33,80.0,70.0,1.43,10.76,2014-06-01,北京,4.21,45.59,2.6,23.79,1.91,2.43,5.32
35,财富星球, -3,B+,76.01,80.0,80.0,0.75,8.99,2013-10-01,北京,3.26,24.32,1.95,23.79,4.52,7.04,3.35
36,付融宝, 2,B+,75.81,60.0,63.0,0.79,10.42,2013-11-01,江苏,4.35,-27.28,3.69,3.73,2.55,4.1,11.31
37,众信金融, 3,B+,75.48,36.5,63.0,0.47,7.86,2014-06-01,北京,1.29,-555.89,0.62,23.79,1.18,11.69,73.83
38,爱钱帮, 1,B+,75.38,80.0,64.0,0.31,9.96,2014-03-01,北京,4.89,3.25,8.28,23.79,1.23,2.77,85.53
39,生菜金融, -3,B+,74.52,62.5,49.0,0.35,9.19,2014-09-01,上海,7.0,8.99,10.61,25.38,0.33,0.92,2.1
40,理财范, -3,B+,74.11,75.0,74.0,0.77,9.52,2014-03-01,北京,5.03,6.22,4.59,23.79,1.84,4.51,4.2
41,首金网, 0,B+,73.78,80.0,74.0,1.0,8.71,2015-12-01,北京,0.77,-34.69,3.52,23.79,0.25,0.7,4.9
42,银豆网, 0,B+,73.55,65.0,79.0,1.2,12.91,2014-02-01,北京,8.13,75.35,6.7,23.79,0.77,4.79,9.66
43,广信贷, 0,B+,73.14,72.5,80.0,0.92,12.06,2013-01-01,北京,7.88,64.2,6.03,23.79,0.91,3.45,18.13
44,联金所, 2,B+,72.89,63.0,54.0,2.03,12.22,2013-11-01,广东,4.45,17.0,2.66,24.39,1.03,2.12,7.27
45,拓道金服, -1,B+,72.68,80.0,84.0,0.31,9.08,2013-12-01,浙江,16.51,18.44,8.17,18.28,1.18,3.12,24.41
46,图腾贷, 2,B+,72.26,67.5,75.0,0.36,12.46,2014-09-01,四川,13.09,38.94,6.62,2.93,0.59,2.52,18.99
47,红岭创投, -2,B+,71.25,65.0,79.0,0.18,8.63,2009-03-01,广东,6.02,4.22,54.64,24.39,2.44,9.79,205.88
48,链链金融, 2,B+,70.61,80.0,84.0,0.92,6.0,2014-11-01,北京,1.46,58.76,1.64,23.79,0.67,1.47,14.12
49,口袋理财, -2,B+,70.38,40.0,54.0,0.1,8.44,2015-11-01,上海,4.07,-117.96,12.04,25.38,0.26,0.51,12.39
50,铜掌柜, -1,B,69.75,75.0,84.0,0.46,7.89,2014-10-01,浙江,11.24,-22.48,4.58,18.28,3.0,7.27,15.86
51,向上金服, 2,B,69.09,82.5,63.0,1.79,10.54,2013-08-01,北京,11.05,-16.07,23.7,23.79,1.42,2.86,80.98
52,米缸金融, -1,B,68.78,70.0,59.0,0.72,7.56,2015-02-01,上海,23.82,-346.28,1.64,25.38,2.81,5.68,14.25
53,广州e贷, 2,B,68.59,85.0,80.0,1.2,9.86,2015-01-01,广东,3.96,-4.25,1.06,24.39,1.12,2.66,1.82
54,奇乐融, 3,B,68.26,75.0,60.0,0.54,6.85,2015-10-01,安徽,3.14,35.48,1.36,0.52,0.62,2.22,4.07
55,理想宝, -3,B,67.91,65.0,68.0,0.37,10.08,2014-05-01,广东,8.6,5.74,5.04,24.39,1.68,3.37,6.9
56,e融所, -2,B,67.71,69.0,64.0,0.47,10.27,2015-11-01,广东,14.38,36.28,8.61,24.39,1.59,3.74,5.7
57,可溯金融, 1,B,67.33,70.0,78.0,0.26,9.23,2014-09-01,浙江,12.71,27.35,8.01,18.28,1.54,3.75,23.16
58,联连理财, -2,B,67.06,62.5,54.0,0.28,14.87,2015-12-01,上海,4.1,4.98,5.31,25.38,0.17,0.59,5.08
59,汉金所, 3,B,66.9,73.75,48.0,0.9,8.14,2015-03-01,湖北,2.49,-28.1,0.47,1.25,1.14,4.97,0.35
60,e路同心, 1,B,66.81,57.5,64.0,0.96,11.89,2014-08-01,广东,5.16,-25.81,4.98,24.39,0.93,2.25,2.29
61,万盈金融, -2,B,66.48,57.5,58.0,0.83,11.39,2015-05-01,广东,11.19,21.71,3.23,24.39,2.48,4.03,4.05
62,鹏金所, -2,B,66.23,50.5,74.0,0.72,6.72,2015-01-01,广东,7.16,-490.78,3.51,24.39,1.87,5.06,7.38
63,钜宝盆, 2,B,66.11,62.5,64.0,3.48,8.0,2015-05-01,上海,5.93,30.21,7.18,25.38,0.71,3.02,9.58
64,果树财富, -1,B,65.55,55.0,65.0,0.74,11.87,2014-08-01,广东,9.87,10.71,1.36,24.39,1.52,2.4,2.69
65,立业贷, 1,B,65.28,75.0,54.0,1.02,12.69,2014-02-01,广东,7.87,3.78,0.76,24.39,1.72,3.0,7.15
66,抱财网, -2,B,65.13,62.5,68.0,0.82,9.22,2014-03-01,北京,5.6,42.37,2.89,23.79,4.82,10.84,10.69
67,中瑞财富, 0,B,65.05,24.0,55.0,0.18,7.38,2014-05-01,北京,7.75,-13.62,5.64,23.79,8.8,27.57,11.54
68,永利宝, 3,B,64.77,75.0,43.0,0.74,7.89,2013-11-01,上海,8.21,-6.6,1.21,25.38,3.89,4.96,6.68
69,珠宝贷, -1,B,64.57,67.5,74.0,0.37,10.29,2014-09-01,广东,1.49,-15.98,1.91,24.39,5.41,17.37,1.02
70,金联储, 0,B,64.5,71.5,68.0,0.21,10.13,2014-09-01,北京,5.75,11.82,8.56,23.79,3.5,9.87,8.79
71,合拍在线, -2,B,64.22,75.0,58.0,0.62,10.99,2012-06-01,广东,2.98,-30.53,1.15,24.39,6.15,17.62,3.22
72,杉易贷, 0,B,63.97,80.0,64.0,0.58,9.65,2014-09-01,广东,15.3,7.04,1.19,24.39,1.34,3.62,1.84
73,沪商财富, 0,B,63.67,45.0,64.0,0.72,13.89,2014-06-01,上海,7.47,36.33,1.61,25.38,1.91,4.31,15.39
74,网利宝, 3,B,63.01,75.0,68.0,0.41,8.07,2014-09-01,北京,5.39,13.99,10.35,23.79,4.54,10.21,23.69
75,民投金服, 1,B,62.84,70.0,64.0,0.4,7.65,2015-01-01,广东,11.35,24.39,2.54,24.39,2.31,4.63,1.34
76,看看钱包, -1,B,62.3,39.0,64.0,0.29,8.49,2015-06-01,湖南,12.88,-8.39,0.35,0.24,15.3,41.93,3.67
77,91旺财, -3,B,61.96,80.0,64.0,0.17,7.14,2014-03-01,北京,8.34,0.33,14.9,23.79,2.26,8.04,227.64
78,合众e贷, 1,B,61.74,61.5,60.0,0.12,10.16,2015-11-01,广东,12.24,21.41,14.29,24.39,0.15,0.54,8.0
79,新联在线, 1,B,60.92,67.5,58.0,0.43,11.06,2013-07-01,广东,2.13,41.9,3.18,24.39,2.17,7.08,8.81
80,信用宝, -2,B,60.25,57.5,78.0,0.83,12.04,2013-05-01,北京,1.74,-40.78,1.75,23.79,1.3,22.62,4.37
