序号,平台名称,等级,得分,偿兑性,资金流入率,利率,运营,期限,地域性,投资,借款,流动性
54,广信贷,B,64.99,6.09,46.19,13.87,0.7,1.07,23.32,2.41,5.39,6.57
55,大麦理财,B,64.97,3.33,10.47,10.02,1.0,0.67,26.69,29.29,50.28,37.88
56,珠宝贷,B,64.6,7.36,12.6,11.76,2.23,0.47,26.69,10.39,22.79,0.7
57,中瑞财富,B,64.18,0.56,-175.05,7.66,0.15,0.46,23.32,8.98,9.38,8.5
58,抱财网,B,64.15,4.99,33.71,12.49,1.12,0.95,23.32,16.07,23.17,13.06
59,向上金服,B,64.11,0.61,98.85,9.29,9.07,0.31,23.32,13.0,19.84,4.06
60,奇乐融,B,63.57,16.23,7.45,6.98,1.79,0.36,0.53,7.32,22.27,4.9
61,融金所,B,62.51,7.25,15.58,12.75,2.27,0.61,26.69,1.91,4.31,15.69
62,口贷网,B,62.42,0.54,86.99,16.24,0.44,0.7,2.38,8.73,22.31,0.01
63,博金贷,B,62.37,6.44,61.06,5.83,2.93,0.29,0.44,3.88,14.21,4.99
64,友金所,B,61.82,11.94,47.41,10.0,0.8,5.17,26.69,3.93,7.97,12.07
65,华人金融,B,61.62,5.5,50.99,8.18,3.39,0.62,26.69,24.46,50.0,0.43
66,一起好,B,61.32,5.9,-17.43,12.63,0.94,1.03,1.06,2.02,3.27,27.01
67,汉金所,B,61.24,10.33,-1.37,8.33,0.52,1.11,1.06,5.08,12.63,0.91
68,花果金融,B,61.12,19.39,3.81,11.13,0.36,1.08,23.32,3.21,7.13,5.19
69,拓道金服,B,60.45,18.35,15.79,12.31,0.8,0.42,14.03,1.31,2.64,0.88
70,迷你贷,B,60.02,8.48,14.25,13.16,1.01,0.25,26.69,9.55,11.31,7.16
