序号,平台名称,变化,等级,综合评分,信披评分,合规评分,期限,利率,上线时间,所在地区,偿兑性,资金流入率,运营,地域性,投资,借款,流动性
21,投哪网, 1,B+,79.73,89.0,79.4,0.83,9.29,2012-07-01,广东,1.69,-107.23,3.65,19.76,0.82,1.88,20.98
22,团贷网, 3,B+,79.4,87.5,78.1,0.26,11.76,2012-07-01,广东,19.67,-37.41,18.68,19.76,0.83,2.53,39.23
23,友金所, -3,B+,79.09,82.5,78.5,0.34,9.0,2014-10-01,广东,8.91,-153.92,2.77,19.76,1.02,1.74,20.74
24,网信普惠, 0,B+,78.14,90.0,77.6,0.18,11.0,2013-07-01,北京,6.25,9.85,6.78,34.4,0.96,1.86,9.11
25,和信贷, -2,B+,78.05,73.0,84.8,0.37,15.18,2013-08-01,北京,7.82,-4.66,8.01,34.4,1.11,1.93,0.33
26,洋钱罐, 2,B+,77.84,88.5,84.3,0.5,13.16,2015-09-01,北京,2.06,-1.51,21.6,34.4,0.2,1.26,2.18
27,搜易贷, 3,B+,76.98,82.0,81.5,0.51,8.54,2014-09-01,北京,1.53,-72.77,2.18,34.4,2.41,3.38,0.01
28,信而富, -1,B+,76.55,69.0,66.4,0.76,9.0,2014-07-01,上海,6.25,-76.83,4.15,23.04,0.08,0.4,4.47
29,91旺财, 3,B+,75.89,86.5,72.9,0.28,7.42,2014-03-01,北京,4.58,-10.16,8.04,34.4,2.57,7.17,162.93
30,首E家, -4,B+,74.68,74.5,84.0,0.37,7.02,2015-07-01,北京,4.62,2.96,5.5,34.4,0.29,0.8,3.34
31,捞财宝, 2,B+,74.32,87.0,79.0,1.48,10.94,2015-07-01,上海,6.25,-21.35,8.97,24.7,1.07,2.53,52.62
32,e融所, 2,B+,73.22,78.0,79.4,1.51,11.96,2015-11-01,广东,1.07,-34.43,1.28,19.76,0.36,1.27,0.51
33,向上金服, -4,B+,72.36,90.0,79.6,0.54,11.61,2013-08-01,北京,11.99,-56.52,5.34,34.4,0.89,2.84,1.14
34,红岭创投, -3,B+,72.23,76.0,68.8,0.22,10.54,2009-03-01,广东,4.87,-10.14,38.15,19.76,1.47,12.57,51.46
35,海融易, 0,B+,72.13,87.5,82.1,0.23,6.8,2014-12-01,山东,8.33,-3.71,5.47,3.42,0.36,1.69,0.86
36,民贷天下, 5,B,69.91,79.0,74.4,1.01,10.28,2014-12-01,广东,6.7,-38.1,3.79,19.76,0.97,3.22,2.74
37,博金贷, -1,B,69.82,83.0,74.2,0.32,7.77,2014-09-01,江西,8.41,-3.71,5.19,0.57,1.53,3.92,9.59
38,笑脸金融, 0,B,68.3,75.5,60.1,0.12,8.0,2015-07-01,广东,6.25,-11.92,9.68,19.76,0.58,1.32,39.26
39,麦子金服财富, 6,B,67.68,65.5,72.7,0.19,14.0,2009-06-01,上海,1.45,-53.0,2.34,24.7,0.33,1.03,2.3
40,融贝网, 0,B,65.63,80.0,76.0,0.95,9.68,2014-03-01,北京,2.6,3.93,4.93,34.4,0.94,4.44,20.61
41,首金网, -2,B,65.6,85.5,75.7,0.58,9.04,2015-12-01,北京,5.75,-99.37,2.21,34.4,0.16,0.72,2.62
42,网利宝, -2,B,64.74,82.0,83.0,0.38,10.88,2014-08-01,北京,4.56,-31.24,5.34,34.4,5.95,9.63,19.71
43,拓道金服, 3,B,63.97,66.0,90.4,0.41,9.46,2013-12-01,浙江,2.85,5.69,4.52,14.59,0.81,5.33,8.38
44,生菜金融, 3,B,63.95,72.0,75.0,1.04,10.38,2014-09-01,上海,3.39,-72.48,0.35,24.7,1.03,2.73,2.43
45,钱香, -2,B,63.16,86.0,79.7,0.48,10.07,2015-05-01,上海,6.25,-15.96,1.63,24.7,2.34,9.55,25.42
46,嘉石榴, -4,B,62.89,81.5,75.4,0.48,8.87,2015-06-01,浙江,3.45,-70.17,1.15,14.59,1.32,3.3,5.87
47,掌众财富, 0,B,62.71,78.0,81.8,0.51,22.55,2014-10-01,北京,6.25,4.26,4.29,34.4,0.09,0.6,49.64
48,鹏金所, -4,B,62.34,71.5,76.5,0.51,7.17,2015-01-01,广东,1.23,-220.7,0.89,19.76,1.19,2.65,1.15
49,e路同心, -1,B,61.77,66.0,78.8,0.68,9.51,2014-08-01,广东,1.56,-351.68,0.55,19.76,0.83,2.43,0.7
50,达人贷, 0,B,61.52,79.0,75.4,0.75,23.76,2014-12-01,广东,9.38,-11.84,0.87,19.76,0.68,2.43,7.73
